CRIM,ZN,INDUS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,CHAS,outcome
0.035480000000000005,80.0,3.64,0.392,5.876,19.1,?,1.0,315.0,16.4,395.18,9.25,0.0,1
0.01538,90.0,3.75,0.394,?,34.2,63.361,3.0,244.0,?,386.34,3.11,0.0,0
0.61154,20.0,3.97,0.647,?,86.9,1.801,5.0,264.0,?,389.7,5.12,0.0,0
0.66351,20.0,?,0.647,7.332999999999998,100.0,18.946,?,?,13.0,383.29,7.79,0.0,0
0.65665,20.0,?,0.647,6.8420000000000005,100.0,20.107,5.0,264.0,?,391.93,6.9,0.0,0
0.5401100000000001,20.0,3.97,0.647,7.2029999999999985,81.8,21.121,5.0,264.0,?,392.8,9.59,0.0,0
0.5341199999999999,20.0,3.97,0.647,7.52,89.4,21.398000000000003,5.0,?,13.0,388.37,7.26,0.0,0
?,20.0,3.97,0.647,8.398,91.5,22.885,5.0,264.0,?,386.86,5.91,0.0,0
0.82526,20.0,3.97,0.647,?,94.5,20.788,?,264.0,?,?,11.25,0.0,0
0.55007,20.0,3.97,0.647,7.206,91.6,19.301,?,264.0,13.0,387.89,8.1,0.0,0
0.76162,20.0,3.97,0.647,5.56,62.8,19.865,5.0,264.0,?,392.4,10.45,0.0,0
0.7857,20.0,?,0.647,7.0139999999999985,84.6,21.329,5.0,264.0,13.0,384.07,14.79,0.0,0
0.57834,20.0,3.97,0.575,8.297,67.0,24.216,5.0,264.0,?,384.54,7.44,0.0,0
0.5405,20.0,3.97,0.575,7.47,52.6,2.872,5.0,264.0,?,?,3.16,0.0,0
0.09065,20.0,6.96,0.464,5.92,61.5,39.175,3.0,223.0,?,391.34,13.65,?,1
0.29916,20.0,6.96,0.464,5.856,42.1,4.4289999999999985,3.0,?,18.6,388.65,13.0,0.0,1
0.16211,20.0,?,0.464,?,?,4.4289999999999985,?,?,18.6,396.9,6.59,0.0,0
0.1146,20.0,6.96,0.464,6.5379999999999985,58.7,39.175,3.0,223.0,18.6,?,7.73,0.0,0
0.22188,20.0,?,0.464,?,51.8,43.665,3.0,?,18.6,390.77,6.58,1.0,0
0.05644,40.0,6.41,0.447,6.757999999999999,32.9,40.776,?,?,17.6,396.9,3.53,?,0
0.09604,40.0,6.41,?,6.854,42.8,42.673,4.0,254.0,17.6,396.9,2.98,0.0,0
0.10469,40.0,6.41,?,7.267,?,47.872,4.0,254.0,17.6,?,6.05,1.0,0
0.06127000000000001,40.0,?,0.447,6.8260000000000005,?,48.628,4.0,254.0,17.6,393.45,4.16,1.0,0
0.07977999999999999,40.0,6.41,?,6.482,32.1,41.403,4.0,254.0,17.6,396.9,7.19,0.0,0
0.21038,20.0,3.33,0.4429,6.812,32.2,41.007,5.0,216.0,14.9,396.9,4.85,?,0
0.03578,20.0,3.33,0.4429,7.82,64.5,46.947,5.0,216.0,14.9,387.31,3.76,0.0,0
0.03705,20.0,3.33,0.4429,?,37.2,?,?,216.0,14.9,392.23,4.59,0.0,0
0.06129,20.0,?,0.4429,7.645,49.7,52.119,5.0,216.0,?,377.07,3.01,1.0,0
0.01501,90.0,1.21,0.401,?,24.8,5.885,1.0,198.0,?,395.52,3.16,?,0
0.00906,90.0,2.97,0.4,7.087999999999999,20.8,73.07300000000002,1.0,285.0,15.3,394.72,7.85,0.0,0
0.01096,55.0,2.25,0.389,6.4529999999999985,31.9,?,1.0,300.0,15.3,?,8.23,0.0,1
0.01965,80.0,1.76,0.385,6.23,31.5,90.892,1.0,241.0,18.2,341.6,12.93,0.0,1
0.03871,52.5,5.32,0.405,6.209,31.3,73.172,6.0,293.0,16.6,396.9,7.14,0.0,0
0.0459,52.5,?,0.405,?,45.6,?,6.0,?,16.6,396.9,7.6,0.0,1
0.04297,52.5,5.32,0.405,6.565,?,?,6.0,?,?,371.72,9.51,0.0,0
0.03502,80.0,4.95,0.411,6.8610000000000015,27.9,51.167,4.0,245.0,19.2,396.9,3.33,0.0,0
0.07886,80.0,4.95,?,7.148,27.7,51.167,4.0,245.0,19.2,396.9,3.56,0.0,0
0.03615,80.0,4.95,0.411,6.63,23.4,51.167,?,?,19.2,396.9,4.7,0.0,0
0.08265,0.0,13.92,0.4370000000000001,?,?,?,4.0,289.0,16.0,396.9,8.58,0.0,0
0.08199,?,13.92,0.4370000000000001,6.009,42.3,55.027,4.0,?,16.0,396.9,10.4,0.0,1
0.12932000000000002,0.0,13.92,0.4370000000000001,6.678,31.1,59.604,4.0,289.0,?,396.9,6.27,0.0,0
0.05372,?,13.92,0.4370000000000001,6.549,51.0,?,4.0,?,16.0,392.85,7.39,0.0,0
0.14103,0.0,13.92,0.4370000000000001,5.79,58.0,6.32,4.0,289.0,16.0,396.9,15.84,0.0,1
0.06466000000000001,70.0,2.24,?,6.345,?,?,?,358.0,14.8,368.24,4.97,0.0,1
0.05561,70.0,2.24,0.4,7.041,10.0,78.278,5.0,?,?,371.58,4.74,0.0,0
0.04417,70.0,2.24,0.4,?,47.4,78.278,5.0,358.0,14.8,390.86,6.07,0.0,0
0.03537,34.0,6.09,0.433,6.59,40.4,54.917,7.0,329.0,16.1,395.75,9.5,0.0,1
0.09266,34.0,?,0.433,6.495,18.4,54.917,7.0,329.0,16.1,383.61,8.67,0.0,0
?,34.0,6.09,0.433,?,17.7,54.917,7.0,329.0,16.1,390.43,4.86,0.0,0
0.05515,33.0,2.18,0.472,7.2360000000000015,?,4.022,7.0,222.0,18.4,?,6.93,0.0,0
0.05479,33.0,2.18,0.472,6.6160000000000005,?,3.37,7.0,222.0,18.4,393.36,8.93,0.0,0
0.07503,33.0,2.18,0.472,?,71.9,30.992,7.0,222.0,18.4,?,6.47,?,0
0.04932,33.0,2.18,0.472,6.849,70.3,31.827,?,222.0,18.4,396.9,7.53,0.0,0
0.49298,0.0,9.9,?,6.635,82.5,33.175,4.0,304.0,18.4,396.9,4.54,0.0,0
0.3494,0.0,9.9,?,5.972,76.7,31.025,4.0,?,18.4,396.24,9.97,0.0,1
263.548,0.0,9.9,0.544,4.973,37.8,?,4.0,304.0,18.4,350.45,12.64,0.0,1
0.7904100000000001,0.0,9.9,0.544,6.122000000000001,52.8,26.403,?,304.0,18.4,?,5.98,?,1
0.26169000000000003,0.0,9.9,0.544,6.023,90.4,2.834,4.0,304.0,18.4,396.3,11.72,0.0,1
0.26938,0.0,?,0.544,6.266,82.8,32.628,?,304.0,18.4,393.39,7.9,?,1
?,?,9.9,0.544,6.567,87.3,36.023,4.0,304.0,18.4,?,9.28,0.0,0
0.25356,0.0,9.9,0.544,5.705,77.7,3.945,4.0,304.0,18.4,396.42,11.5,0.0,1
0.31827,0.0,9.9,0.544,5.914,83.2,39.986,?,304.0,?,390.7,18.33,0.0,1
0.24522,0.0,9.9,0.544,5.782,71.7,40.317,4.0,304.0,18.4,?,15.94,0.0,1
0.40202,0.0,9.9,0.544,6.3820000000000014,67.2,?,4.0,304.0,18.4,395.21,10.36,0.0,0
0.47547,0.0,9.9,?,6.113,58.8,40.019,?,304.0,18.4,?,12.73,0.0,1
0.1676,0.0,7.38,0.493,6.426,52.3,45.404,5.0,?,19.6,396.9,7.2,0.0,0
0.18159,0.0,7.38,?,6.376,54.3,45.404,5.0,287.0,19.6,396.9,6.87,0.0,0
0.35114,0.0,7.38,0.493,6.041,49.9,47.21100000000001,5.0,287.0,19.6,396.9,7.7,0.0,1
0.28392,0.0,7.38,0.493,5.707999999999998,74.3,47.21100000000001,5.0,287.0,19.6,391.13,11.74,0.0,1
0.34109,0.0,7.38,0.493,6.415,40.1,47.21100000000001,?,287.0,19.6,?,6.12,0.0,0
0.19186,?,?,0.493,6.431,14.7,54.159,?,287.0,19.6,393.68,5.08,0.0,0
0.30347,0.0,7.38,0.493,6.312,?,54.159,5.0,287.0,19.6,396.9,6.15,0.0,0
0.24103,0.0,7.38,0.493,6.082999999999998,43.7,?,?,287.0,19.6,396.9,?,0.0,1
0.06617,0.0,3.24,?,5.8679999999999986,25.8,52.146,4.0,430.0,16.9,382.44,9.97,0.0,1
0.06724,0.0,3.24,0.46,?,17.2,52.146,4.0,430.0,16.9,375.21,7.34,0.0,0
0.04544,0.0,?,0.46,6.144,?,58.736,4.0,430.0,16.9,368.57,9.09,0.0,1
0.05023,35.0,6.06,0.4379,5.706,28.4,?,1.0,304.0,16.9,394.02,12.43,0.0,1
0.03466,35.0,6.06,0.4379,6.0310000000000015,23.3,66.407,1.0,?,16.9,362.25,7.83,0.0,1
0.05083,0.0,5.19,0.515,6.316,38.1,?,5.0,224.0,20.2,389.71,5.68,0.0,1
0.03738,0.0,5.19,?,6.31,38.5,64.584,5.0,224.0,?,389.4,6.75,?,1
0.03961,0.0,5.19,0.515,6.037000000000001,?,59.853,5.0,?,20.2,?,8.01,?,1
0.03427,0.0,?,0.515,5.869,?,52.31100000000001,5.0,?,20.2,396.9,9.8,0.0,1
0.030410000000000006,0.0,5.19,0.515,5.895,59.6,5.615,?,224.0,20.2,394.81,10.56,0.0,1
0.03306,0.0,5.19,0.515,6.059,?,?,5.0,?,20.2,396.14,8.51,0.0,1
0.054970000000000005,0.0,5.19,0.515,5.985,45.4,48.122,?,224.0,20.2,396.9,9.74,0.0,1
0.06151,?,5.19,0.515,5.968,58.5,48.122,5.0,224.0,20.2,396.9,9.29,0.0,1
0.01301,35.0,?,0.442,?,49.3,?,1.0,284.0,15.5,394.74,5.49,0.0,0
0.02498,0.0,?,0.518,6.54,59.7,62.669,1.0,422.0,15.9,389.96,8.65,0.0,1
0.02543,55.0,?,0.484,6.6960000000000015,56.4,57.32100000000001,5.0,370.0,17.6,396.9,7.18,0.0,0
0.03049,55.0,?,?,6.874,28.1,64.654,5.0,370.0,17.6,387.97,4.61,0.0,0
0.03113,0.0,4.39,0.442,6.0139999999999985,48.5,?,3.0,352.0,18.8,385.64,10.53,0.0,1
0.06162,0.0,4.39,0.442,5.898,52.3,80.13600000000002,3.0,352.0,?,364.61,12.67,0.0,1
0.0187,?,4.15,0.429,6.516,27.7,85.353,4.0,351.0,17.9,392.43,?,0.0,0
0.01501,80.0,2.01,0.435,6.635,29.7,8.344,?,280.0,17.0,390.94,5.99,0.0,0
0.02899,40.0,1.25,?,6.939,34.5,87.921,?,335.0,19.7,?,5.89,0.0,0
0.06211000000000001,40.0,?,0.429,?,44.4,?,1.0,335.0,?,396.9,5.98,?,0
0.0795,60.0,1.69,0.411,6.579,35.9,?,4.0,411.0,?,370.78,5.49,0.0,0
0.07244,60.0,1.69,0.411,5.884,18.5,?,?,411.0,18.3,392.33,7.79,0.0,1
0.01709,90.0,2.02,0.41,6.728,36.1,121.265,?,?,17.0,384.46,4.5,0.0,0
0.04301,80.0,1.91,0.413,5.6629999999999985,?,105.857,4.0,?,22.0,382.8,8.05,0.0,1
0.10659,80.0,1.91,0.413,5.936,19.5,105.857,4.0,?,22.0,376.04,5.57,0.0,1
898.296,0.0,18.1,0.77,6.2120000000000015,97.4,21.222,24.0,666.0,20.2,377.73,17.6,?,1
38.497,0.0,18.1,0.77,6.395,?,25.052,24.0,666.0,20.2,391.34,13.27,?,1
520.177,0.0,18.1,0.77,6.127000000000002,83.4,27.227,24.0,666.0,?,395.43,?,?,0
426.131,0.0,18.1,0.77,?,81.3,25.091,24.0,666.0,20.2,?,12.67,0.0,0
454.192,0.0,18.1,0.77,6.398,88.0,25.182,24.0,666.0,20.2,374.56,7.79,0.0,0
383.684,0.0,18.1,0.77,6.251,91.1,22.955,24.0,666.0,20.2,350.65,14.19,0.0,1
?,0.0,18.1,0.77,5.362,96.2,21.036,24.0,666.0,20.2,380.79,10.19,0.0,1
422.239,0.0,18.1,0.77,5.803,89.0,19.047,24.0,666.0,20.2,353.04,?,?,1
347.42800000000005,0.0,18.1,?,8.78,82.9,19.047,24.0,666.0,20.2,?,5.29,?,1
455.587,0.0,18.1,0.718,3.5610000000000004,87.9,16.132,24.0,666.0,20.2,354.7,7.12,0.0,0
369.695,0.0,18.1,0.718,4.963,91.4,17.523,24.0,666.0,20.2,316.03,?,0.0,1
?,?,18.1,0.631,3.863,?,15.106,24.0,666.0,20.2,131.42,13.33,0.0,0
?,0.0,18.1,0.631,4.97,100.0,13.325,24.0,666.0,20.2,375.52,3.26,0.0,0
?,0.0,18.1,?,6.683,96.8,13.567,24.0,666.0,20.2,375.33,3.73,1.0,0
?,?,18.1,0.631,7.016,97.5,12.024,24.0,666.0,20.2,392.05,2.96,?,0
92.323,0.0,18.1,0.631,6.216,100.0,11.691,24.0,666.0,20.2,366.15,9.53,0.0,0
?,?,18.1,0.6679999999999999,5.875,89.6,11.296,24.0,666.0,20.2,347.88,8.88,?,0
111.081,?,?,0.6679999999999999,4.9060000000000015,100.0,11.742,24.0,?,20.2,396.9,34.77,0.0,1
184.982,0.0,18.1,0.6679999999999999,4.138,100.0,1.137,24.0,666.0,20.2,396.9,?,0.0,1
?,0.0,18.1,0.6709999999999999,7.313,97.9,13.163,24.0,?,20.2,396.9,?,0.0,1
15.288,0.0,18.1,0.6709999999999999,6.649,93.3,13.449000000000002,24.0,666.0,20.2,363.02,23.24,?,1
?,?,18.1,0.6709999999999999,6.794,98.8,1.358,24.0,666.0,20.2,396.9,21.24,0.0,1
236.482,?,18.1,0.6709999999999999,6.38,96.2,13.861,24.0,666.0,20.2,396.9,?,0.0,1
178.667,0.0,18.1,0.6709999999999999,6.223,100.0,13.861,24.0,666.0,20.2,?,?,0.0,1
889.762,0.0,18.1,0.6709999999999999,6.968,91.9,14.165,24.0,666.0,?,396.9,?,0.0,1
158.744,0.0,18.1,0.6709999999999999,?,99.1,15.192,24.0,666.0,20.2,396.9,?,0.0,1
?,0.0,18.1,0.7,5.5360000000000005,100.0,?,24.0,666.0,20.2,396.9,23.6,0.0,1
799.248,0.0,18.1,0.7,5.52,100.0,15.331,24.0,666.0,?,396.9,24.56,0.0,1
200.849,0.0,18.1,0.7,4.368,91.2,14.395,24.0,666.0,20.2,285.83,?,0.0,1
168.118,0.0,18.1,?,5.277,98.1,14.261,?,666.0,20.2,?,30.81,0.0,1
243.938,0.0,18.1,0.7,4.652,100.0,14.672,24.0,666.0,20.2,396.9,?,0.0,1
225.971,0.0,18.1,0.7,5.0,89.5,15.184,24.0,666.0,?,396.9,?,0.0,1
143.33700000000005,0.0,18.1,0.7,4.88,100.0,15.895,24.0,666.0,20.2,372.92,?,0.0,1
815.174,0.0,18.1,0.7,5.39,98.9,17.281,24.0,666.0,20.2,396.9,20.85,0.0,1
?,0.0,18.1,0.7,5.712999999999999,97.0,19.265,24.0,666.0,20.2,394.43,17.11,0.0,1
?,?,18.1,0.7,6.051,82.5,21.678,24.0,666.0,20.2,378.38,18.76,0.0,0
115.779,?,18.1,0.7,5.0360000000000005,97.0,1.77,24.0,666.0,20.2,396.9,25.68,0.0,1
864.4760000000001,0.0,18.1,0.693,6.193,92.6,17.912,24.0,666.0,20.2,396.9,15.17,0.0,1
133.59799999999998,0.0,18.1,0.693,5.8870000000000005,94.7,17.820999999999994,24.0,666.0,20.2,396.9,16.35,0.0,1
?,0.0,18.1,0.693,6.471,98.8,?,24.0,666.0,20.2,391.98,?,0.0,1
?,0.0,18.1,0.693,6.405,96.0,16.768,24.0,666.0,20.2,396.9,19.37,0.0,1
767.202,0.0,18.1,0.693,5.747000000000001,98.9,16.334,24.0,666.0,20.2,?,19.92,?,1
?,0.0,18.1,0.693,5.4529999999999985,100.0,14.896,24.0,666.0,20.2,396.9,30.59,0.0,1
?,0.0,18.1,0.693,5.852,77.8,15.004,24.0,666.0,20.2,338.16,29.97,0.0,1
250.461,0.0,18.1,0.693,5.987,100.0,15.888,24.0,666.0,20.2,396.9,26.77,0.0,1
142.362,?,18.1,0.693,6.343,100.0,15.741,24.0,666.0,20.2,396.9,?,0.0,1
?,0.0,18.1,0.693,?,100.0,1.639,24.0,666.0,20.2,376.11,20.31,0.0,1
248.017,?,18.1,0.693,5.349,96.0,17.028,24.0,666.0,20.2,396.9,19.77,0.0,1
415.292,0.0,18.1,0.693,5.5310000000000015,85.4,16.074,24.0,666.0,20.2,329.46,27.38,0.0,1
679.2080000000002,0.0,18.1,0.693,5.683,100.0,14.254,24.0,666.0,20.2,384.97,22.98,0.0,1
207.162,?,18.1,?,4.138,100.0,11.781,24.0,666.0,20.2,370.22,23.34,0.0,1
119.511,0.0,18.1,0.659,5.608,100.0,12.852,24.0,666.0,20.2,?,12.13,0.0,0
740.3889999999999,0.0,18.1,0.597,5.617000000000001,97.9,14.547,24.0,666.0,20.2,314.64,?,0.0,1
144.38299999999995,0.0,18.1,0.597,6.852,100.0,14.655,24.0,666.0,20.2,179.36,19.78,0.0,0
511.358,0.0,18.1,0.597,5.7570000000000014,100.0,1.413,24.0,666.0,20.2,2.6,10.11,0.0,1
140.507,0.0,18.1,0.597,?,100.0,15.275,24.0,666.0,20.2,35.05,21.22,0.0,1
18.811,0.0,18.1,0.597,4.628,100.0,15.539,24.0,666.0,20.2,28.79,?,0.0,1
286.558,0.0,18.1,0.597,5.155,100.0,15.894,24.0,666.0,20.2,210.97,?,0.0,1
457.461,0.0,18.1,0.693,4.519,100.0,16.582,24.0,666.0,20.2,88.27,?,0.0,1
180.846,0.0,18.1,0.679,?,100.0,18.347,24.0,666.0,20.2,27.25,29.05,0.0,1
108.342,0.0,18.1,0.679,6.782,90.8,18.195,24.0,666.0,20.2,21.57,25.79,0.0,1
259.406,?,18.1,0.679,5.3039999999999985,89.1,16.475,24.0,666.0,20.2,127.36,?,0.0,1
?,0.0,18.1,0.679,5.957000000000002,100.0,18.026,24.0,666.0,20.2,16.45,20.62,?,1
118.123,?,18.1,?,6.824,76.5,1.794,24.0,666.0,20.2,48.45,22.74,0.0,1
110.874,0.0,18.1,0.718,6.4110000000000005,100.0,18.589,24.0,666.0,20.2,318.75,15.02,0.0,1
702.2589999999999,0.0,18.1,0.718,6.006,?,18.746,24.0,666.0,20.2,319.98,15.7,0.0,1
120.482,?,18.1,0.614,5.648,87.6,19.512,24.0,666.0,20.2,291.55,14.1,0.0,1
?,0.0,18.1,0.614,?,85.1,20.218,24.0,666.0,20.2,2.52,23.29,0.0,1
?,0.0,18.1,0.584,5.565,70.6,20.635,24.0,666.0,20.2,3.65,17.16,0.0,1
158.60299999999995,0.0,18.1,0.679,5.896,95.4,19.096,24.0,666.0,20.2,7.68,?,0.0,1
122.472,0.0,18.1,0.584,5.8370000000000015,59.7,19.976,24.0,666.0,20.2,24.65,15.69,0.0,1
?,?,18.1,0.679,6.202000000000001,78.7,18.629,24.0,666.0,20.2,18.82,14.52,0.0,1
?,0.0,18.1,0.679,6.193,78.1,?,24.0,666.0,20.2,96.73,21.52,0.0,1
933.889,0.0,18.1,0.679,6.38,95.6,19.682,24.0,666.0,20.2,60.72,?,0.0,1
?,0.0,18.1,0.584,6.348,86.1,20.527,24.0,666.0,20.2,83.45,17.64,0.0,1
100.623,0.0,18.1,0.584,?,94.3,20.882,24.0,666.0,20.2,81.33,19.69,0.0,1
?,0.0,18.1,0.584,6.425,74.8,22.004,24.0,666.0,20.2,97.95,12.03,0.0,1
?,0.0,18.1,0.713,6.436,87.9,23.158,24.0,666.0,20.2,100.19,16.22,0.0,1
139.134,0.0,18.1,0.713,6.207999999999998,95.0,22.222,24.0,666.0,20.2,100.63,15.17,0.0,1
111.604,0.0,18.1,0.74,6.629,94.6,21.247,24.0,666.0,20.2,109.85,23.27,0.0,1
144.208,0.0,18.1,0.74,6.461,93.3,20.026,24.0,666.0,20.2,27.49,18.05,0.0,1
151.77200000000005,0.0,18.1,0.74,6.152,100.0,19.142,24.0,666.0,20.2,9.32,26.45,0.0,1
136.781,0.0,18.1,0.74,5.935,87.9,18.206,24.0,666.0,20.2,68.95,34.02,0.0,1
939.063,?,18.1,0.74,5.627000000000002,93.9,18.172,24.0,666.0,20.2,396.9,?,?,1
220.511,0.0,18.1,0.74,5.818,92.4,18.662,24.0,666.0,20.2,391.45,22.11,0.0,1
?,0.0,18.1,0.74,6.4060000000000015,97.2,20.651,24.0,666.0,20.2,385.96,19.52,0.0,1
566.637,0.0,18.1,0.74,6.2189999999999985,?,20.048,24.0,666.0,20.2,395.69,16.59,0.0,1
?,0.0,18.1,0.74,6.485,100.0,19.784,24.0,666.0,20.2,?,18.85,0.0,1
128.023,0.0,18.1,0.74,5.854,96.6,18.956,24.0,?,20.2,240.52,?,0.0,1
106.718,0.0,18.1,0.74,6.459,94.8,19.879,24.0,666.0,20.2,43.06,23.98,0.0,1
628.807,?,18.1,0.74,6.341,96.4,2.072,24.0,666.0,20.2,318.01,17.79,0.0,1
?,?,18.1,0.74,6.251,96.6,2.198,24.0,666.0,20.2,388.52,16.44,0.0,1
932.909,0.0,18.1,0.713,6.185,98.7,22.616,24.0,666.0,20.2,396.9,18.13,0.0,1
752.6010000000001,?,18.1,0.713,6.417000000000002,98.3,2.185,24.0,666.0,20.2,304.21,19.31,0.0,1
671.7719999999998,?,18.1,0.713,6.749,92.6,23.236,24.0,666.0,20.2,0.32,17.44,0.0,1
?,0.0,18.1,0.713,6.655,98.2,23.552,24.0,666.0,20.2,355.29,17.73,0.0,1
509.017,?,18.1,0.713,6.2970000000000015,91.8,?,24.0,666.0,20.2,385.09,17.27,0.0,1
824.809,0.0,18.1,0.713,?,99.3,24.527,24.0,666.0,20.2,375.87,16.74,0.0,1
951.363,0.0,18.1,0.713,6.728,94.1,24.961,24.0,666.0,20.2,6.68,18.71,0.0,1
475.237,0.0,18.1,0.713,6.525,86.5,24.358,24.0,666.0,20.2,50.92,18.13,0.0,1
?,0.0,18.1,0.713,5.976,87.9,25.806,24.0,666.0,20.2,10.48,19.01,0.0,1
820.058,0.0,18.1,0.713,5.936,80.3,27.792,?,666.0,20.2,3.5,16.94,0.0,1
775.2230000000002,0.0,18.1,0.713,6.301,83.7,27.831,24.0,666.0,20.2,272.21,16.23,0.0,1
?,0.0,18.1,0.713,6.081,84.4,27.175,24.0,666.0,20.2,396.9,14.7,0.0,1
481.213,0.0,18.1,0.713,?,90.0,25.975,24.0,666.0,20.2,255.23,16.42,0.0,1
369.311,0.0,18.1,0.713,?,88.4,25.671,24.0,666.0,20.2,391.43,14.65,?,1
?,0.0,18.1,0.713,6.317,83.0,27.344,24.0,666.0,20.2,396.9,13.99,0.0,1
582.115,0.0,18.1,0.713,6.513,89.9,?,24.0,666.0,20.2,393.82,10.29,0.0,1
?,0.0,18.1,0.655,6.209,65.4,29.634,24.0,666.0,20.2,396.9,13.22,0.0,1
31.636,?,18.1,0.655,5.759,48.2,30.665,24.0,666.0,20.2,334.4,14.13,0.0,1
377.4980000000001,0.0,18.1,0.655,5.952000000000001,84.7,28.715,24.0,666.0,20.2,22.01,17.15,0.0,1
442.228,0.0,18.1,0.584,6.002999999999999,94.5,25.403,24.0,666.0,20.2,331.29,21.32,0.0,1
155.757,0.0,18.1,0.58,5.926,71.0,29.084,24.0,666.0,20.2,368.74,18.13,0.0,1
130.751,?,18.1,0.58,5.712999999999999,56.7,28.237,24.0,666.0,20.2,396.9,14.76,0.0,1
434.879,0.0,18.1,0.58,6.167000000000002,84.0,30.334,24.0,666.0,20.2,396.9,16.29,0.0,1
?,0.0,18.1,0.532,6.229,90.7,30.993,24.0,666.0,20.2,395.33,12.87,0.0,1
356.86800000000005,0.0,18.1,0.58,6.437,75.0,28.965,24.0,666.0,20.2,393.37,14.36,0.0,0
?,0.0,18.1,0.614,6.98,67.6,25.329,24.0,666.0,20.2,374.68,11.66,0.0,0
805.579,0.0,18.1,0.584,5.4270000000000005,95.4,24.298,24.0,666.0,20.2,352.58,18.14,0.0,1
?,0.0,18.1,0.584,6.162000000000001,97.4,2.206,24.0,666.0,20.2,302.76,24.1,0.0,1
?,0.0,18.1,0.614,6.484,93.6,23.053,24.0,666.0,20.2,396.21,?,0.0,1
150.234,0.0,18.1,0.614,5.3039999999999985,97.3,21.007,24.0,666.0,20.2,?,?,?,1
10.233,0.0,18.1,0.614,6.185,96.7,21.705,24.0,666.0,20.2,379.7,18.03,?,1
143.33700000000005,0.0,18.1,0.614,6.229,88.0,19.512,24.0,666.0,20.2,?,13.11,0.0,1
582.401,0.0,18.1,0.532,6.242000000000001,64.7,34.242,24.0,666.0,20.2,396.9,10.74,0.0,0
570.818,0.0,18.1,0.532,6.75,74.9,33.317,24.0,666.0,20.2,?,7.74,0.0,0
573.116,0.0,18.1,?,7.061,77.0,34.106,24.0,666.0,20.2,395.28,7.01,0.0,0
281.838,0.0,18.1,0.532,5.7620000000000005,40.3,40.983,24.0,666.0,20.2,392.92,10.42,0.0,1
237.857,0.0,?,0.583,5.871,41.9,3.724,24.0,666.0,20.2,370.73,13.34,?,1
?,0.0,18.1,0.583,6.312,51.9,39.917,24.0,666.0,20.2,388.62,10.58,0.0,1
569.175,0.0,18.1,0.583,?,79.8,?,24.0,666.0,20.2,392.68,?,0.0,1
483.567,0.0,18.1,0.583,5.905,53.2,31.523000000000003,24.0,666.0,20.2,388.22,11.45,0.0,1
0.15086,0.0,27.74,0.609,5.454,92.7,18.209,4.0,711.0,20.1,395.09,18.06,0.0,1
0.18337,0.0,27.74,0.609,5.414,98.3,17.554000000000002,4.0,711.0,20.1,344.05,23.97,0.0,1
0.20746,0.0,27.74,0.609,5.093,98.0,18.226,?,711.0,20.1,318.43,29.68,0.0,1
0.10574,0.0,27.74,0.609,5.983,98.8,18.681,4.0,711.0,20.1,390.11,?,0.0,1
0.11132,0.0,27.74,0.609,5.983,83.5,21.099,4.0,711.0,20.1,396.9,13.35,0.0,1
0.17331,0.0,9.69,0.585,5.707000000000002,54.0,23.817,6.0,391.0,19.2,396.9,12.01,0.0,1
0.27957,0.0,9.69,0.585,5.926,42.6,23.817,6.0,391.0,19.2,396.9,13.59,0.0,0
0.17899,0.0,9.69,0.585,5.67,?,27.986,6.0,391.0,?,393.29,?,0.0,0
0.2896,0.0,?,0.585,5.39,72.9,?,6.0,391.0,19.2,396.9,?,0.0,1
0.26838,0.0,9.69,0.585,5.794,70.6,28.927,6.0,391.0,19.2,396.9,14.1,0.0,1
0.23912,?,9.69,0.585,6.019,65.3,24.091,6.0,391.0,19.2,396.9,12.92,?,1
0.17783,0.0,9.69,0.585,5.569,73.5,?,6.0,391.0,19.2,395.77,15.1,0.0,1
0.22438,0.0,9.69,?,6.027,79.7,24.982,6.0,391.0,19.2,396.9,14.33,0.0,1
0.06262999999999999,0.0,11.93,0.573,?,69.1,24.786,?,273.0,21.0,391.99,9.67,0.0,1
0.04527,0.0,11.93,0.573,6.12,76.7,22.875,1.0,273.0,21.0,396.9,9.08,0.0,1
0.06076,0.0,11.93,?,6.976,91.0,21.675,1.0,273.0,21.0,396.9,5.64,0.0,0
0.10959,0.0,11.93,0.573,6.794,?,23.889,1.0,273.0,21.0,?,6.48,0.0,1
0.04741,0.0,11.93,0.573,6.03,80.8,2.505,1.0,273.0,21.0,396.9,7.88,0.0,1
