Team;League;Year;outcome;RA;W;OBP;SLG;BA;Playoffs;RankSeason;RankPlayoffs;G;OOBP;OSLG
29.0;0.0;2004;698;823;63;0.331;0.396;0.27;0;?;?;162;0.33799999999999997;0.441
31.0;1.0;2004;850;770;91;0.35700000000000004;0.43799999999999994;0.27;0;?;?;162;0.332;0.423
32.0;1.0;2004;855;659;105;0.344;0.46;0.278;1;1.0;2.0;162;0.313;0.40299999999999997
33.0;0.0;2004;714;842;70;0.32;0.405;0.258;0;?;?;161;0.342;0.43799999999999994
35.0;0.0;2004;860;794;89;0.32899999999999996;0.457;0.266;0;?;?;162;0.344;0.43200000000000005
36.0;0.0;2004;719;823;67;0.32799999999999996;0.40299999999999997;0.26;0;?;?;161;0.348;0.434
0.0;0.0;2003;736;743;77;0.33;0.413;0.268;0;?;?;162;0.327;0.42100000000000004
1.0;1.0;2003;717;685;84;0.33;0.41700000000000004;0.263;0;?;?;162;0.322;0.38799999999999996
2.0;1.0;2003;907;740;101;0.349;0.475;0.284;1;1.0;4.0;162;0.327;0.401
3.0;0.0;2003;743;820;71;0.32299999999999995;0.405;0.268;0;?;?;163;0.34600000000000003;0.446
4.0;0.0;2003;961;809;95;0.36;0.491;0.289;1;4.0;3.0;162;0.327;0.415
6.0;1.0;2003;724;683;88;0.32299999999999995;0.41600000000000004;0.259;1;7.0;3.0;162;0.324;0.37200000000000005
7.0;0.0;2003;791;715;86;0.331;0.446;0.263;0;?;?;162;0.322;0.40399999999999997
8.0;1.0;2003;694;886;69;0.318;0.395;0.245;0;?;?;162;0.349;0.46299999999999997
9.0;0.0;2003;699;778;68;0.316;0.401;0.254;0;?;?;162;0.32899999999999996;0.426
10.0;1.0;2003;853;892;74;0.344;0.445;0.267;0;?;?;162;0.359;0.47
11.0;0.0;2003;591;928;43;0.3;0.375;0.24;0;?;?;162;0.35200000000000004;0.461
12.0;1.0;2003;751;692;91;0.33299999999999996;0.42100000000000004;0.266;1;5.0;1.0;162;0.325;0.396
13.0;1.0;2003;805;677;87;0.336;0.431;0.263;0;?;?;162;0.326;0.397
15.0;0.0;2003;836;867;83;0.336;0.42700000000000005;0.27399999999999997;0;?;?;162;0.348;0.45
17.0;1.0;2003;574;556;85;0.303;0.368;0.243;0;?;?;162;0.306;0.354
19.0;1.0;2003;714;873;68;0.32899999999999996;0.419;0.256;0;?;?;162;0.348;0.462
20.0;0.0;2003;801;758;90;0.341;0.431;0.27699999999999997;1;6.0;4.0;162;0.319;0.428
22.0;1.0;2003;711;716;83;0.326;0.401;0.258;0;?;?;162;0.327;0.423
23.0;1.0;2003;642;754;66;0.314;0.374;0.247;0;?;?;161;0.345;0.43799999999999994
24.0;0.0;2003;877;716;101;0.35600000000000004;0.45299999999999996;0.271;1;1.0;2.0;163;0.314;0.40700000000000003
25.0;0.0;2003;768;643;96;0.327;0.41700000000000004;0.254;1;3.0;4.0;162;0.314;0.376
26.0;1.0;2003;791;697;86;0.34299999999999997;0.419;0.261;0;?;?;162;0.327;0.401
27.0;1.0;2003;753;801;75;0.33799999999999997;0.42;0.267;0;?;?;162;0.336;0.431
28.0;1.0;2003;678;831;64;0.33299999999999996;0.38799999999999996;0.261;0;?;?;162;0.341;0.43700000000000006
29.0;0.0;2003;795;637;93;0.344;0.41;0.271;0;?;?;162;0.311;0.38799999999999996
31.0;1.0;2003;755;638;100;0.33799999999999997;0.425;0.264;1;2.0;4.0;161;0.321;0.386
32.0;1.0;2003;876;796;85;0.35;0.45399999999999996;0.27899999999999997;0;?;?;162;0.336;0.452
33.0;0.0;2003;715;852;63;0.32;0.40399999999999997;0.265;0;?;?;162;0.34700000000000003;0.44
35.0;0.0;2003;826;969;71;0.33;0.45399999999999996;0.266;0;?;?;162;0.36;0.473
36.0;0.0;2003;894;826;86;0.349;0.455;0.27899999999999997;0;?;?;162;0.337;0.441
0.0;0.0;2002;851;644;99;0.341;0.433;0.282;1;3.0;1.0;162;0.314;0.392
1.0;1.0;2002;819;674;98;0.34600000000000003;0.423;0.267;1;4.0;4.0;162;0.305;0.397
2.0;1.0;2002;708;565;101;0.331;0.409;0.26;1;2.0;4.0;161;0.313;0.364
3.0;0.0;2002;667;773;67;0.309;0.40299999999999997;0.24600000000000002;0;?;?;162;0.336;0.435
4.0;0.0;2002;859;665;93;0.345;0.444;0.27699999999999997;0;?;?;162;0.308;0.385
6.0;1.0;2002;706;759;67;0.321;0.413;0.24600000000000002;0;?;?;162;0.331;0.40700000000000003
7.0;0.0;2002;856;798;81;0.33799999999999997;0.449;0.268;0;?;?;162;0.33;0.423
8.0;1.0;2002;709;774;78;0.33;0.408;0.253;0;?;?;162;0.33799999999999997;0.426
9.0;0.0;2002;739;837;74;0.321;0.41200000000000003;0.249;0;?;?;162;0.348;0.423
10.0;1.0;2002;778;898;73;0.337;0.423;0.27399999999999997;0;?;?;162;0.349;0.466
11.0;0.0;2002;575;864;55;0.3;0.379;0.248;0;?;?;161;0.34299999999999997;0.455
12.0;1.0;2002;699;763;79;0.337;0.40299999999999997;0.261;0;?;?;162;0.341;0.415
13.0;1.0;2002;749;695;84;0.33799999999999997;0.41700000000000004;0.262;0;?;?;162;0.33;0.41
15.0;0.0;2002;737;891;62;0.32299999999999995;0.39799999999999996;0.256;0;?;?;162;0.349;0.46399999999999997
17.0;1.0;2002;713;643;92;0.32;0.409;0.264;0;?;?;162;0.315;0.387
19.0;1.0;2002;627;821;56;0.32;0.39;0.253;0;?;?;162;0.35200000000000004;0.442
20.0;0.0;2002;768;712;94;0.332;0.43700000000000006;0.272;1;7.0;3.0;161;0.318;0.42100000000000004
22.0;1.0;2002;735;718;83;0.33399999999999996;0.418;0.261;0;?;?;162;0.32899999999999996;0.42100000000000004
23.0;1.0;2002;690;703;75;0.322;0.395;0.256;0;?;?;161;0.327;0.40299999999999997
24.0;0.0;2002;897;697;103;0.354;0.455;0.275;1;1.0;4.0;161;0.309;0.395
25.0;0.0;2002;800;654;103;0.33899999999999997;0.43200000000000005;0.261;1;1.0;4.0;162;0.315;0.384
26.0;1.0;2002;710;724;80;0.33899999999999997;0.42200000000000004;0.259;0;?;?;161;0.32799999999999996;0.401
27.0;1.0;2002;641;730;72;0.319;0.381;0.244;0;?;?;161;0.342;0.423
28.0;1.0;2002;662;815;66;0.321;0.381;0.253;0;?;?;162;0.34600000000000003;0.442
29.0;0.0;2002;814;699;93;0.35;0.419;0.275;0;?;?;162;0.315;0.41
31.0;1.0;2002;783;616;95;0.344;0.442;0.267;1;6.0;2.0;162;0.319;0.37200000000000005
32.0;1.0;2002;787;648;97;0.33799999999999997;0.425;0.268;1;5.0;3.0;162;0.32299999999999995;0.386
33.0;0.0;2002;673;918;55;0.314;0.39;0.253;0;?;?;161;0.35700000000000004;0.46299999999999997
35.0;0.0;2002;843;882;72;0.33799999999999997;0.455;0.26899999999999996;0;?;?;162;0.355;0.451
36.0;0.0;2002;813;828;78;0.327;0.43;0.261;0;?;?;162;0.344;0.431
0.0;0.0;2001;691;730;75;0.327;0.405;0.261;0;?;?;162;0.331;0.41200000000000003
1.0;1.0;2001;818;677;92;0.341;0.442;0.267;1;5.0;1.0;162;0.311;0.40399999999999997
2.0;1.0;2001;729;643;88;0.324;0.41200000000000003;0.26;1;7.0;3.0;162;0.314;0.384
3.0;0.0;2001;687;829;63;0.319;0.38;0.248;0;?;?;162;0.337;0.439
4.0;0.0;2001;772;745;82;0.33399999999999996;0.439;0.266;0;?;?;161;0.32899999999999996;0.39299999999999996
6.0;1.0;2001;777;701;88;0.336;0.43;0.261;0;?;?;162;0.321;0.39799999999999996
7.0;0.0;2001;798;795;83;0.33399999999999996;0.451;0.268;0;?;?;162;0.33399999999999996;0.42700000000000005
8.0;1.0;2001;735;850;66;0.324;0.419;0.262;0;?;?;162;0.341;0.455
9.0;0.0;2001;897;821;91;0.35;0.45799999999999996;0.278;1;6.0;4.0;162;0.341;0.41700000000000004
10.0;1.0;2001;923;906;73;0.354;0.483;0.292;0;?;?;162;0.35;0.48
11.0;0.0;2001;724;876;66;0.32;0.409;0.26;0;?;?;162;0.35700000000000004;0.461
12.0;1.0;2001;742;744;76;0.326;0.423;0.264;0;?;?;162;0.33799999999999997;0.41100000000000003
13.0;1.0;2001;847;769;93;0.34700000000000003;0.451;0.271;1;4.0;4.0;162;0.325;0.43700000000000006
15.0;0.0;2001;729;858;65;0.318;0.409;0.266;0;?;?;162;0.348;0.45
17.0;1.0;2001;758;744;86;0.32299999999999995;0.425;0.255;0;?;?;162;0.32299999999999995;0.41100000000000003
19.0;1.0;2001;740;806;68;0.319;0.426;0.251;0;?;?;162;0.35;0.44
20.0;0.0;2001;771;766;85;0.337;0.433;0.272;0;?;?;162;0.325;0.43700000000000006
22.0;1.0;2001;670;812;68;0.319;0.396;0.253;0;?;?;162;0.33899999999999997;0.441
23.0;1.0;2001;642;713;82;0.32299999999999995;0.387;0.249;0;?;?;162;0.314;0.419
24.0;0.0;2001;804;713;95;0.33399999999999996;0.435;0.267;1;3.0;2.0;161;0.318;0.39799999999999996
25.0;0.0;2001;884;645;102;0.345;0.439;0.264;1;2.0;4.0;162;0.308;0.38
26.0;1.0;2001;746;719;86;0.32899999999999996;0.414;0.26;0;?;?;162;0.32899999999999996;0.424
27.0;1.0;2001;657;858;62;0.313;0.39299999999999996;0.247;0;?;?;162;0.344;0.433
28.0;1.0;2001;789;812;79;0.336;0.39899999999999997;0.252;0;?;?;162;0.33;0.45
29.0;0.0;2001;927;627;116;0.36;0.445;0.28800000000000003;1;1.0;3.0;162;0.301;0.37799999999999995
31.0;1.0;2001;799;748;90;0.342;0.46;0.266;0;?;?;162;0.32899999999999996;0.40399999999999997
32.0;1.0;2001;814;684;93;0.33899999999999997;0.441;0.27;1;4.0;4.0;162;0.32799999999999996;0.428
33.0;0.0;2001;672;887;62;0.32;0.38799999999999996;0.258;0;?;?;162;0.345;0.452
35.0;0.0;2001;890;968;73;0.344;0.47100000000000003;0.275;0;?;?;162;0.36200000000000004;0.494
36.0;0.0;2001;767;753;80;0.325;0.43;0.263;0;?;?;162;0.33899999999999997;0.435
0.0;0.0;2000;864;869;82;0.35200000000000004;0.47200000000000003;0.28;0;?;?;162;0.35100000000000003;0.45299999999999996
1.0;1.0;2000;792;754;85;0.33299999999999996;0.429;0.265;0;?;?;162;0.326;0.424
2.0;1.0;2000;810;714;95;0.34600000000000003;0.429;0.271;1;2.0;4.0;162;0.319;0.402
3.0;0.0;2000;794;913;74;0.341;0.435;0.272;0;?;?;162;0.35200000000000004;0.449
4.0;0.0;2000;792;745;85;0.341;0.423;0.267;0;?;?;162;0.322;0.41100000000000003
6.0;1.0;2000;764;904;65;0.335;0.41100000000000003;0.256;0;?;?;162;0.348;0.452
7.0;0.0;2000;978;839;95;0.35600000000000004;0.47;0.28600000000000003;1;2.0;4.0;162;0.34600000000000003;0.434
8.0;1.0;2000;825;765;85;0.34299999999999997;0.447;0.27399999999999997;0;?;?;163;0.341;0.43799999999999994
9.0;0.0;2000;950;816;90;0.36700000000000005;0.47;0.28800000000000003;0;?;?;162;0.35;0.425
10.0;1.0;2000;968;897;82;0.36200000000000004;0.455;0.294;0;?;?;162;0.354;0.47100000000000003
11.0;0.0;2000;823;827;79;0.34299999999999997;0.43799999999999994;0.275;0;?;?;162;0.34;0.44299999999999995
12.0;1.0;2000;731;797;79;0.331;0.409;0.262;0;?;?;161;0.348;0.429
13.0;1.0;2000;938;944;72;0.361;0.47700000000000004;0.278;0;?;?;162;0.353;0.47600000000000003
15.0;0.0;2000;879;930;77;0.348;0.425;0.28800000000000003;0;?;?;162;0.36200000000000004;0.474
17.0;1.0;2000;798;729;86;0.341;0.431;0.257;0;?;?;162;0.332;0.40700000000000003
19.0;1.0;2000;740;826;73;0.325;0.40299999999999997;0.24600000000000002;0;?;?;163;0.35700000000000004;0.42
20.0;0.0;2000;748;880;69;0.337;0.40700000000000003;0.27;0;?;?;162;0.34700000000000003;0.466
22.0;1.0;2000;738;902;67;0.326;0.43200000000000005;0.266;0;?;?;162;0.353;0.449
23.0;1.0;2000;807;738;94;0.34600000000000003;0.43;0.263;1;3.0;2.0;162;0.327;0.40299999999999997
24.0;0.0;2000;871;814;87;0.354;0.45;0.27699999999999997;1;5.0;1.0;161;0.336;0.42200000000000004
25.0;0.0;2000;947;813;91;0.36;0.45799999999999996;0.27;1;4.0;4.0;161;0.348;0.423
26.0;1.0;2000;708;830;65;0.32899999999999996;0.4;0.251;0;?;?;162;0.34299999999999997;0.44799999999999995
27.0;1.0;2000;793;888;69;0.33899999999999997;0.424;0.267;0;?;?;162;0.361;0.43200000000000005
28.0;1.0;2000;752;815;76;0.33;0.402;0.254;0;?;?;162;0.34;0.41600000000000004
29.0;0.0;2000;907;780;91;0.361;0.442;0.26899999999999996;1;4.0;3.0;162;0.33899999999999997;0.41600000000000004
31.0;1.0;2000;925;747;97;0.36200000000000004;0.47200000000000003;0.278;1;1.0;4.0;162;0.342;0.41200000000000003
32.0;1.0;2000;887;771;95;0.35600000000000004;0.455;0.27;1;2.0;3.0;162;0.33799999999999997;0.434
33.0;0.0;2000;733;842;69;0.32899999999999996;0.39899999999999997;0.257;0;?;?;161;0.345;0.451
35.0;0.0;2000;848;974;71;0.35200000000000004;0.446;0.28300000000000003;0;?;?;162;0.369;0.475
36.0;0.0;2000;861;908;83;0.341;0.469;0.275;0;?;?;162;0.354;0.456
0.0;0.0;1999;711;826;70;0.322;0.395;0.256;0;?;?;162;0.34600000000000003;0.42700000000000005
1.0;1.0;1999;908;676;100;0.34700000000000003;0.45899999999999996;0.27699999999999997;1;2.0;4.0;162;0.32;0.402
2.0;1.0;1999;840;661;103;0.341;0.436;0.266;1;1.0;2.0;162;0.314;0.377
3.0;0.0;1999;851;815;78;0.353;0.447;0.27899999999999997;0;?;?;162;0.35;0.441
4.0;0.0;1999;836;718;94;0.35;0.44799999999999995;0.278;1;6.0;3.0;162;0.315;0.39799999999999996
6.0;1.0;1999;747;920;67;0.32899999999999996;0.42;0.257;0;?;?;162;0.34600000000000003;0.467
7.0;0.0;1999;777;870;75;0.337;0.429;0.27699999999999997;0;?;?;162;0.353;0.447
8.0;1.0;1999;865;711;96;0.341;0.451;0.272;0;?;?;163;0.324;0.41100000000000003
9.0;0.0;1999;1009;860;97;0.373;0.467;0.289;1;4.0;4.0;162;0.34700000000000003;0.439
10.0;1.0;1999;906;1028;72;0.348;0.47200000000000003;0.28800000000000003;0;?;?;162;0.384;0.499
11.0;0.0;1999;747;882;69;0.326;0.44299999999999995;0.261;0;?;?;161;0.349;0.451
12.0;1.0;1999;691;852;64;0.325;0.395;0.263;0;?;?;162;0.359;0.44
13.0;1.0;1999;823;675;97;0.355;0.42;0.267;1;4.0;4.0;162;0.326;0.397
15.0;0.0;1999;856;921;64;0.348;0.433;0.282;0;?;?;161;0.365;0.45399999999999996
17.0;1.0;1999;793;787;77;0.33899999999999997;0.42;0.266;0;?;?;162;0.336;0.42200000000000004
19.0;1.0;1999;815;886;74;0.353;0.426;0.273;0;?;?;161;0.35600000000000004;0.457
20.0;0.0;1999;686;845;63;0.32799999999999996;0.384;0.264;0;?;?;161;0.342;0.465
22.0;1.0;1999;718;853;68;0.32299999999999995;0.42700000000000005;0.265;0;?;?;162;0.342;0.418
23.0;1.0;1999;853;711;97;0.363;0.434;0.27899999999999997;1;4.0;3.0;163;0.331;0.418
24.0;0.0;1999;900;731;98;0.366;0.45299999999999996;0.282;1;3.0;1.0;162;0.32899999999999996;0.4
25.0;0.0;1999;893;846;87;0.355;0.446;0.259;0;?;?;162;0.344;0.428
26.0;1.0;1999;841;846;77;0.35100000000000003;0.431;0.275;0;?;?;162;0.34700000000000003;0.447
27.0;1.0;1999;775;782;78;0.33399999999999996;0.419;0.259;0;?;?;161;0.34299999999999997;0.42
28.0;1.0;1999;710;781;74;0.332;0.39299999999999996;0.252;0;?;?;162;0.33299999999999996;0.43
29.0;0.0;1999;859;905;79;0.34299999999999997;0.455;0.26899999999999996;0;?;?;162;0.368;0.45399999999999996
31.0;1.0;1999;872;831;86;0.35600000000000004;0.434;0.271;0;?;?;162;0.345;0.423
32.0;1.0;1999;809;838;75;0.33799999999999997;0.426;0.262;0;?;?;161;0.355;0.42700000000000005
33.0;0.0;1999;772;913;69;0.34299999999999997;0.41100000000000003;0.27399999999999997;0;?;?;162;0.371;0.44799999999999995
35.0;0.0;1999;945;859;95;0.361;0.479;0.293;1;5.0;4.0;162;0.34600000000000003;0.45899999999999996
36.0;0.0;1999;883;862;84;0.35200000000000004;0.457;0.28;0;?;?;162;0.353;0.456
0.0;0.0;1998;787;783;85;0.335;0.415;0.272;0;?;?;162;?;?
1.0;1.0;1998;665;812;65;0.314;0.39299999999999996;0.24600000000000002;0;?;?;162;?;?
2.0;1.0;1998;826;581;106;0.342;0.45299999999999996;0.272;1;2.0;3.0;162;?;?
3.0;0.0;1998;817;785;79;0.34700000000000003;0.447;0.273;0;?;?;162;?;?
4.0;0.0;1998;876;729;92;0.348;0.46299999999999997;0.28;1;5.0;4.0;162;?;?
6.0;1.0;1998;831;792;90;0.337;0.433;0.264;1;6.0;4.0;163;?;?
7.0;0.0;1998;861;931;80;0.33899999999999997;0.444;0.271;0;?;?;163;?;?
8.0;1.0;1998;750;760;77;0.337;0.402;0.262;0;?;?;162;?;?
9.0;0.0;1998;850;779;89;0.34700000000000003;0.44799999999999995;0.272;1;7.0;3.0;162;?;?
10.0;1.0;1998;826;855;77;0.34700000000000003;0.461;0.29100000000000004;0;?;?;162;?;?
11.0;0.0;1998;722;863;65;0.32299999999999995;0.415;0.264;0;?;?;162;?;?
12.0;1.0;1998;667;923;54;0.317;0.373;0.248;0;?;?;162;?;?
13.0;1.0;1998;874;620;102;0.35600000000000004;0.436;0.28;1;3.0;4.0;162;?;?
15.0;0.0;1998;714;899;72;0.324;0.39899999999999997;0.263;0;?;?;161;?;?
17.0;1.0;1998;669;678;83;0.31;0.387;0.252;0;?;?;162;?;?
19.0;1.0;1998;707;812;74;0.33;0.396;0.26;0;?;?;162;?;?
20.0;0.0;1998;734;818;70;0.32799999999999996;0.389;0.266;0;?;?;162;?;?
22.0;1.0;1998;644;783;65;0.31;0.39399999999999996;0.249;0;?;?;162;?;?
23.0;1.0;1998;706;645;88;0.33;0.39399999999999996;0.259;0;?;?;162;?;?
24.0;0.0;1998;965;656;114;0.364;0.46;0.28800000000000003;1;1.0;1.0;162;?;?
25.0;0.0;1998;804;866;74;0.33799999999999997;0.397;0.257;0;?;?;162;?;?
26.0;1.0;1998;713;808;75;0.326;0.395;0.264;0;?;?;162;?;?
27.0;1.0;1998;650;718;69;0.311;0.374;0.254;0;?;?;163;?;?
28.0;1.0;1998;749;635;98;0.33;0.409;0.253;1;4.0;2.0;162;?;?
29.0;0.0;1998;859;855;76;0.345;0.46799999999999997;0.276;0;?;?;161;?;?
31.0;1.0;1998;845;739;89;0.353;0.42100000000000004;0.27399999999999997;0;?;?;163;?;?
32.0;1.0;1998;810;782;83;0.341;0.441;0.258;0;?;?;163;?;?
33.0;0.0;1998;620;751;63;0.321;0.385;0.261;0;?;?;162;?;?
35.0;0.0;1998;940;871;88;0.35700000000000004;0.462;0.289;1;8.0;4.0;162;?;?
36.0;0.0;1998;816;768;88;0.34;0.44799999999999995;0.266;0;?;?;163;?;?
0.0;0.0;1997;829;794;84;0.34600000000000003;0.41600000000000004;0.272;0;?;?;162;?;?
2.0;1.0;1997;791;581;101;0.34299999999999997;0.426;0.27;1;1.0;3.0;162;?;?
3.0;0.0;1997;812;681;98;0.341;0.429;0.268;1;2.0;3.0;162;?;?
4.0;0.0;1997;851;857;78;0.35200000000000004;0.46299999999999997;0.29100000000000004;0;?;?;162;?;?
6.0;1.0;1997;687;759;68;0.321;0.396;0.263;0;?;?;162;?;?
7.0;0.0;1997;779;833;80;0.341;0.41700000000000004;0.273;0;?;?;161;?;?
8.0;1.0;1997;651;764;76;0.321;0.389;0.253;0;?;?;162;?;?
9.0;0.0;1997;868;815;86;0.358;0.467;0.28600000000000003;1;6.0;2.0;161;?;?
10.0;1.0;1997;923;908;83;0.35700000000000004;0.478;0.28800000000000003;0;?;?;162;?;?
11.0;0.0;1997;784;790;79;0.332;0.415;0.258;0;?;?;162;?;?
12.0;1.0;1997;740;669;92;0.34600000000000003;0.395;0.259;1;4.0;1.0;162;?;?
13.0;1.0;1997;777;660;84;0.344;0.40299999999999997;0.259;1;7.0;4.0;162;?;?
15.0;0.0;1997;747;820;67;0.33299999999999996;0.40700000000000003;0.264;0;?;?;161;?;?
17.0;1.0;1997;742;645;88;0.33;0.418;0.268;0;?;?;162;?;?
19.0;0.0;1997;681;742;78;0.325;0.39799999999999996;0.26;0;?;?;161;?;?
20.0;0.0;1997;772;861;68;0.33299999999999996;0.409;0.27;0;?;?;162;?;?
22.0;1.0;1997;691;740;78;0.316;0.425;0.258;0;?;?;162;?;?
23.0;1.0;1997;777;709;88;0.332;0.405;0.262;0;?;?;162;?;?
24.0;0.0;1997;891;688;96;0.36200000000000004;0.436;0.287;1;3.0;4.0;162;?;?
25.0;0.0;1997;764;946;65;0.33899999999999997;0.423;0.26;0;?;?;162;?;?
26.0;1.0;1997;668;840;68;0.322;0.385;0.255;0;?;?;162;?;?
27.0;1.0;1997;725;760;79;0.32899999999999996;0.40399999999999997;0.262;0;?;?;162;?;?
28.0;1.0;1997;795;891;76;0.342;0.40700000000000003;0.271;0;?;?;162;?;?
29.0;0.0;1997;925;833;90;0.355;0.485;0.28;1;5.0;4.0;162;?;?
31.0;1.0;1997;784;793;90;0.337;0.414;0.258;1;5.0;4.0;162;?;?
32.0;1.0;1997;689;708;73;0.324;0.396;0.255;0;?;?;162;?;?
35.0;0.0;1997;807;823;77;0.33399999999999996;0.43799999999999994;0.27399999999999997;0;?;?;162;?;?
36.0;0.0;1997;654;694;76;0.31;0.389;0.244;0;?;?;162;?;?
2.0;1.0;1996;773;648;96;0.33299999999999996;0.43200000000000005;0.27;1;2.0;2.0;162;?;?
3.0;0.0;1996;949;903;88;0.35;0.47200000000000003;0.27399999999999997;1;6.0;3.0;163;?;?
4.0;0.0;1996;928;921;85;0.359;0.457;0.28300000000000003;0;?;?;162;?;?
5.0;0.0;1996;762;943;70;0.33899999999999997;0.431;0.276;0;?;?;161;?;?
6.0;1.0;1996;772;771;76;0.32;0.401;0.251;0;?;?;162;?;?
7.0;0.0;1996;898;794;85;0.36;0.447;0.281;0;?;?;162;?;?
8.0;1.0;1996;778;773;81;0.331;0.42200000000000004;0.256;0;?;?;162;?;?
9.0;0.0;1996;952;769;99;0.369;0.475;0.293;1;1.0;4.0;161;?;?
10.0;1.0;1996;961;964;83;0.355;0.47200000000000003;0.287;0;?;?;162;?;?
11.0;0.0;1996;783;1103;53;0.32299999999999995;0.42;0.256;0;?;?;162;?;?
12.0;1.0;1996;688;703;80;0.32899999999999996;0.39299999999999996;0.257;0;?;?;162;?;?
13.0;1.0;1996;753;792;82;0.336;0.397;0.262;0;?;?;162;?;?
15.0;0.0;1996;746;786;75;0.332;0.39799999999999996;0.267;0;?;?;161;?;?
17.0;1.0;1996;703;652;90;0.316;0.384;0.252;1;5.0;4.0;162;?;?
19.0;0.0;1996;894;899;80;0.353;0.441;0.27899999999999997;0;?;?;162;?;?
20.0;0.0;1996;877;900;78;0.35700000000000004;0.425;0.28800000000000003;0;?;?;162;?;?
22.0;1.0;1996;741;668;88;0.327;0.406;0.262;0;?;?;162;?;?
23.0;1.0;1996;746;779;71;0.324;0.41200000000000003;0.27;0;?;?;162;?;?
24.0;0.0;1996;871;787;92;0.36;0.436;0.28800000000000003;1;3.0;1.0;162;?;?
25.0;0.0;1996;861;900;78;0.344;0.452;0.265;0;?;?;162;?;?
26.0;1.0;1996;650;790;67;0.325;0.387;0.256;0;?;?;162;?;?
27.0;1.0;1996;776;833;73;0.32899999999999996;0.40700000000000003;0.266;0;?;?;162;?;?
28.0;1.0;1996;771;682;91;0.33799999999999997;0.402;0.265;1;4.0;4.0;162;?;?
29.0;0.0;1996;993;895;85;0.366;0.484;0.287;0;?;?;161;?;?
31.0;1.0;1996;752;862;68;0.331;0.38799999999999996;0.253;0;?;?;162;?;?
32.0;1.0;1996;759;706;88;0.33;0.40700000000000003;0.267;1;6.0;3.0;162;?;?
35.0;0.0;1996;928;799;90;0.358;0.469;0.284;1;5.0;4.0;163;?;?
36.0;0.0;1996;766;809;74;0.331;0.42;0.259;0;?;?;162;?;?
2.0;1.0;1993;767;559;104;0.331;0.408;0.262;1;1.0;3.0;162;?;?
3.0;0.0;1993;786;745;85;0.34600000000000003;0.413;0.267;0;?;?;162;?;?
4.0;0.0;1993;686;698;80;0.33;0.395;0.264;0;?;?;162;?;?
5.0;0.0;1993;684;770;71;0.331;0.38;0.26;0;?;?;162;?;?
6.0;1.0;1993;738;739;84;0.325;0.414;0.27;0;?;?;163;?;?
7.0;0.0;1993;776;664;94;0.33799999999999997;0.41100000000000003;0.265;1;4.0;3.0;162;?;?
8.0;1.0;1993;722;785;73;0.324;0.396;0.264;0;?;?;162;?;?
9.0;0.0;1993;790;813;76;0.335;0.409;0.275;0;?;?;162;?;?
10.0;1.0;1993;758;967;67;0.32299999999999995;0.42200000000000004;0.273;0;?;?;162;?;?
11.0;0.0;1993;899;837;85;0.36200000000000004;0.434;0.275;0;?;?;162;?;?
12.0;1.0;1993;581;724;64;0.314;0.34600000000000003;0.248;0;?;?;162;?;?
13.0;1.0;1993;716;630;85;0.33;0.409;0.267;0;?;?;162;?;?
15.0;0.0;1993;675;694;84;0.32;0.397;0.263;0;?;?;162;?;?
17.0;1.0;1993;675;662;81;0.321;0.38299999999999995;0.261;0;?;?;162;?;?
19.0;0.0;1993;733;792;69;0.32799999999999996;0.37799999999999995;0.258;0;?;?;162;?;?
20.0;0.0;1993;693;830;71;0.327;0.385;0.264;0;?;?;162;?;?
22.0;1.0;1993;732;682;94;0.326;0.386;0.257;0;?;?;163;?;?
23.0;1.0;1993;672;744;59;0.305;0.39;0.248;0;?;?;162;?;?
24.0;0.0;1993;821;761;88;0.353;0.435;0.27899999999999997;0;?;?;162;?;?
25.0;0.0;1993;715;846;68;0.33;0.39399999999999996;0.254;0;?;?;162;?;?
26.0;1.0;1993;877;740;97;0.35100000000000003;0.426;0.27399999999999997;1;2.0;2.0;162;?;?
27.0;1.0;1993;707;806;75;0.335;0.39299999999999996;0.267;0;?;?;162;?;?
28.0;1.0;1993;679;772;61;0.312;0.389;0.252;0;?;?;162;?;?
29.0;0.0;1993;734;731;82;0.33899999999999997;0.406;0.26;0;?;?;162;?;?
31.0;1.0;1993;808;636;103;0.34;0.42700000000000005;0.276;0;?;?;162;?;?
32.0;1.0;1993;758;744;87;0.341;0.395;0.272;0;?;?;162;?;?
35.0;0.0;1993;835;751;86;0.32899999999999996;0.431;0.267;0;?;?;162;?;?
36.0;0.0;1993;847;742;95;0.35;0.436;0.27899999999999997;1;3.0;1.0;162;?;?
2.0;1.0;1992;682;569;98;0.316;0.38799999999999996;0.254;1;1.0;2.0;162;?;?
3.0;0.0;1992;705;656;89;0.34;0.39799999999999996;0.259;0;?;?;162;?;?
4.0;0.0;1992;599;669;73;0.321;0.34700000000000003;0.24600000000000002;0;?;?;162;?;?
5.0;0.0;1992;579;671;72;0.301;0.33799999999999997;0.243;0;?;?;162;?;?
6.0;1.0;1992;593;624;78;0.307;0.364;0.254;0;?;?;162;?;?
7.0;0.0;1992;738;690;86;0.336;0.38299999999999995;0.261;0;?;?;162;?;?
8.0;1.0;1992;660;609;90;0.32799999999999996;0.382;0.26;0;?;?;162;?;?
9.0;0.0;1992;674;746;76;0.32299999999999995;0.38299999999999995;0.266;0;?;?;162;?;?
