m;sem;h;N;X;outcome;Tmin;IntTem;Tmed;Vmax;Vmin;Intvel;Vmed;oil;Presion;Peso;Retraso;tempsuelo
1;5;1;11042;2068;11.17;7.83;0.229;9.08;7.23;7.2;0.002;7.21;17;3;1035;0.1;96
1;5;2;11043;2069;8.33;6.5;0.13;7.47;7.26;7.23;0.002;7.24;16.3;2.7;1035.3;0.1;96.7
1;5;3;11044;2070;6.67;6.33;0.03;6.47;7.27;7.24;0.002;7.25;15.6;2.4;1035.6;0.1;97.4
1;5;4;11045;2071;6.33;6;0.036;6.22;7.27;7.25;0.001;7.26;15;2;1036;0;98
1;5;5;11046;2072;6.67;6.33;0.03;6.47;7.27;7.26;0.001;7.26;14.7;1.7;1036;0;97.7
1;5;6;11047;2073;8.5;6.5;0.133;7.5;7.26;7.23;0.002;7.24;14.4;1.4;1036;0;97.4
1;5;7;11048;2074;14.17;9.17;0.263;12.44;7.23;7.14;0.007;7.18;14;1;1036;0;97
1;5;8;11049;2075;21.17;14;0.204;17.58;7.17;6.98;0.014;7.08;13.7;1.3;1036.7;0;95.7
1;5;9;11050;2076;28;23;0.119;26.11;6.99;6.82;0.016;6.88;13.4;1.6;1037.4;0;94.4
1;5;10;11051;2077;30.67;27.67;0.053;29.22;6.81;6.73;0.007;6.78;13;2;1038;0;93
1;5;11;11052;2078;29.67;25.17;0.095;27.81;6.82;6.77;0.006;6.78;13;3.7;1037.7;0;85.7
1;5;12;11053;2079;24.5;22.17;0.061;23.61;6.94;6.84;0.01;6.87;13;5.4;1037.4;0;78.4
1;5;13;11054;2080;21.5;19.33;0.065;20.19;6.99;6.91;0.006;6.95;13;7;1037;0;71
1;5;14;11055;2081;22.67;19.83;0.079;21.53;6.95;6.87;0.007;6.91;11.7;7.3;1037;0;70
1;5;15;11056;2082;25.83;22.67;0.067;24.22;6.86;6.79;0.005;6.82;10.4;7.6;1037;0;69
1;5;16;11057;2083;26;21.67;0.1;23.64;6.92;6.82;0.008;6.87;9;8;1037;0;68
1;5;17;11058;2084;20.67;18;0.089;18.97;6.99;6.92;0.006;6.95;8;6.3;1037.3;0;74.7
1;5;18;11059;2085;20.33;17;0.091;18.64;7;6.94;0.005;6.97;7;4.6;1037.6;0;81.4
1;5;19;11060;2086;16.33;15.33;0.032;15.83;7.03;7;0.003;7.02;6;3;1038;0;88
1;5;20;11061;2087;16.83;14.83;0.086;15.5;7.05;6.98;0.007;7.03;5.3;2.3;1038.3;0;88
1;5;21;11062;2088;18.67;15.67;0.099;17.39;6.99;6.92;0.006;6.96;4.6;1.6;1038.6;0;88
1;5;22;11063;2089;19.5;16.17;0.114;18.25;6.99;6.92;0.006;6.95;4;1;1039;0;88
1;5;23;11064;2090;16;14.33;0.058;15.22;7.04;7;0.003;7.02;4;1;1039;0;87
1;6;0;11065;2091;16.17;11.67;0.176;13.75;7.1;7.02;0.006;7.07;4;1;1039;0;86
1;6;1;11066;2092;10.83;8;0.193;9.08;7.14;7.11;0.002;7.13;4;1;1039;0;85
1;6;2;11067;2093;7.5;6.83;0.059;7.08;7.2;7.15;0.004;7.18;3.7;0.7;1038.7;0;84.3
1;6;3;11068;2094;7.17;6.5;0.056;6.89;7.21;7.21;0;7.21;3.4;0.4;1038.4;0;83.6
1;6;4;11069;2095;6.67;6.33;0.03;6.53;7.23;7.21;0.002;7.22;3;0;1038;0;83
1;6;5;11070;2096;7;6.33;0.058;6.72;7.23;7.22;0.001;7.22;3;0;1037.7;0;82
1;6;6;11071;2097;8.67;7;0.114;7.78;7.23;7.2;0.002;7.21;3;0;1037.4;0;81
1;6;7;11072;2098;15.17;9.17;0.252;12.25;7.17;7.12;0.004;7.14;3;0;1037;0;80
1;6;8;11073;2099;18.83;15.17;0.125;17.33;7.1;6.98;0.009;7.04;2.7;1.3;1037.3;0;74.3
1;6;9;11074;2100;28.83;21.67;0.182;26.5;6.93;6.78;0.012;6.85;2.4;2.6;1037.6;0;68.6
1;6;10;11075;2101;30;28;0.036;29.06;6.76;6.69;0.006;6.72;2;4;1038;0;63
1;6;11;11076;2102;28.67;25.67;0.065;26.92;6.75;6.66;0.009;6.72;2;6.3;1037.7;0;56.3
1;6;12;11077;2103;26;21.33;0.116;23.31;6.79;6.69;0.008;6.74;2;8.6;1037.4;0;49.6
1;6;13;11078;2104;20.83;18.5;0.074;19.39;6.93;6.84;0.008;6.9;2;11;1037;0;43
1;6;14;11079;2105;22.33;20;0.061;21.06;6.88;6.83;0.004;6.85;2.7;11.3;1036.7;0;46.3
1;6;15;11080;2106;24.67;22.17;0.06;23.58;6.81;6.76;0.004;6.79;3.4;11.6;1036.4;0;49.6
1;6;16;11081;2107;24.83;19.67;0.13;22.61;6.9;6.78;0.01;6.83;4;12;1036;0;53
1;6;17;11082;2108;20.5;18.17;0.068;19.19;6.96;6.91;0.005;6.93;4.3;9.3;1036;0;61.7
1;6;18;11083;2109;19;18;0.027;18.5;6.96;6.93;0.003;6.94;4.6;6.6;1036;0;70.4
1;6;19;11084;2110;17.33;14.33;0.126;15.39;6.99;6.95;0.004;6.98;5;4;1036;0;79
1;6;20;11085;2111;16.17;14.83;0.047;15.44;6.98;6.93;0.004;6.96;5;3.7;1036;0;79.3
1;6;21;11086;2112;18;16;0.071;17.22;6.94;6.89;0.004;6.92;5;3.4;1036;0;79.6
1;6;22;11087;2113;18.83;15.83;0.101;17.11;6.93;6.89;0.003;6.91;5;3;1036;0;80
1;6;23;11088;2114;16.83;14.33;0.101;15.94;7.02;6.94;0.008;6.97;5.3;2.7;1035.7;0;80.3
1;7;0;11089;2115;14.67;12;0.102;13.31;7.05;6.99;0.005;7.03;5.6;2.4;1035.4;0;80.6
1;7;1;11090;2116;12;9.33;0.13;10.72;7.12;7.06;0.005;7.09;6;2;1035;0;81
1;7;2;11091;2117;9;7.83;0.075;8.47;7.16;7.09;0.005;7.13;5.7;1.7;1035;0;81.3
1;7;3;11092;2118;7.5;7;0.042;7.31;7.17;7.13;0.002;7.15;5.4;1.4;1035;0;81.6
1;7;4;11093;2119;6.83;6.5;0.029;6.69;7.17;7.16;0.001;7.16;5;1;1035;0;82
1;7;5;11094;2120;7.17;6.67;0.04;6.94;7.18;7.16;0.002;7.16;5;1;1034.7;0;82
1;7;6;11095;2121;7.5;6.67;0.071;7;7.17;7.14;0.001;7.16;5;1;1034.4;0;82
1;7;7;11096;2122;9.67;7.33;0.164;8.31;7.16;7.11;0.004;7.14;5;1;1034;0;82
1;7;8;11097;2123;16.67;10.33;0.302;12.81;7.13;6.98;0.013;7.08;5.3;2.3;1034.3;0;79.3
1;7;9;11098;2124;26.83;17.83;0.238;23.39;6.98;6.78;0.017;6.87;5.6;3.6;1034.6;0;76.6
1;7;10;11099;2125;31;27.67;0.06;29.44;6.72;6.63;0.008;6.66;6;5;1035;0;74
1;7;11;11100;2126;30;28.17;0.039;29.31;6.67;6.6;0.006;6.64;6.7;7;1034.7;0;67.7
1;7;12;11101;2127;27.83;24.17;0.079;26.25;6.76;6.66;0.008;6.7;7.4;9;1034.4;0;61.4
1;7;13;11102;2128;22.67;20.5;0.053;21.53;6.84;6.77;0.006;6.81;8;11;1034;0;55
1;7;14;11103;2129;22.83;20.17;0.083;21.08;6.84;6.79;0.004;6.82;8.7;11.3;1033.3;0;56.7
1;7;15;11104;2130;23.83;22.67;0.028;23.19;6.8;6.75;0.004;6.78;9.4;11.6;1032.6;0;58.4
1;7;16;11105;2131;23;21.17;0.043;22.11;6.83;6.73;0.008;6.79;10;12;1032;0;60
1;7;17;11106;2132;21.33;20;0.037;20.78;6.85;6.78;0.006;6.81;10.7;10;1032.3;0;69
1;7;18;11107;2133;22.33;20.33;0.058;21.11;6.88;6.78;0.009;6.84;11.4;8;1032.6;0;78
1;7;19;11108;2134;17.83;13.67;0.18;15.11;6.99;6.94;0.005;6.96;12;6;1033;0;87
1;7;20;11109;2135;16.83;15;0.069;15.75;6.98;6.93;0.005;6.95;11.3;5;1033;0;88.7
1;7;21;11110;2136;17.83;16.83;0.03;17.36;6.94;6.9;0.003;6.92;10.6;4;1033;0;90.4
1;7;22;11111;2137;18.67;16.83;0.065;17.53;6.96;6.9;0.006;6.94;10;3;1033;0;92
1;7;23;11112;2138;16;13.83;0.09;15.19;7.01;6.94;0.006;6.98;9.3;2.7;1033;0;89.3
1;1;0;11113;2139;14.33;12.67;0.062;13.5;7.04;6.98;0.005;7.01;8.6;2.4;1033;0;86.6
1;1;1;11114;2140;12.67;9.67;0.184;10.69;7.07;7.02;0.004;7.04;8;2;1033;0;84
1;1;2;11115;2141;10.5;8.33;0.135;9.25;7.08;7.05;0.002;7.07;8;1.7;1032.7;0;83.3
1;1;3;11116;2142;8.33;7.33;0.09;8.06;7.1;7.07;0.002;7.09;8;1.4;1032.4;0;82.6
1;1;4;11117;2143;7.83;7.17;0.048;7.47;7.14;7.11;0.002;7.13;8;1;1032;0;82
1;1;5;11118;2144;7.33;7;0.034;7.25;7.14;7.12;0.001;7.13;8;1;1031.7;0;81.3
1;1;6;11119;2145;7.67;6.83;0.062;7.22;7.14;7.13;0.001;7.14;8;1;1031.4;0;80.6
1;1;7;11120;2146;8.67;7;0.11;7.81;7.14;7.11;0.002;7.13;8;1;1031;0;80
1;1;8;11121;2147;14.67;8.5;0.278;11.47;7.12;7.03;0.007;7.08;7;2;1031;0;75.7
1;1;9;11122;2148;23.67;15.67;0.248;20.83;7;6.83;0.013;6.91;6;3;1031;0;71.4
1;1;10;11123;2149;29;25.67;0.067;27.17;6.8;6.65;0.012;6.73;5;4;1031;0;67
1;1;11;11124;2150;32.83;29;0.064;30.86;6.68;6.59;0.007;6.63;4.7;6.3;1030.3;0;58.3
1;1;12;11125;2151;29.33;25.5;0.08;27.72;6.69;6.61;0.008;6.66;4.4;8.6;1029.6;0;49.6
1;1;13;11126;2152;27;22.17;0.103;24.72;6.87;6.73;0.013;6.78;4;11;1029;0;41
1;1;14;11127;2153;21.33;19.5;0.046;20.44;6.93;6.86;0.005;6.9;4.3;11.3;1028.3;0;43.7
1;1;15;11128;2154;19.67;16.67;0.11;17.72;6.94;6.91;0.003;6.93;4.6;11.6;1027.6;0;46.4
1;1;16;11129;2155;18.67;17.67;0.032;18.25;6.95;6.9;0.004;6.92;5;12;1027;0;49
1;1;17;11130;2156;19.67;18;0.052;18.69;6.94;6.9;0.004;6.92;5;9.3;1027.3;0;59
1;1;18;11131;2157;18.17;17.17;0.033;17.75;6.95;6.91;0.003;6.93;5;6.6;1027.6;0;69
1;1;19;11132;2158;17.17;14.5;0.103;16.17;6.99;6.96;0.002;6.98;5;4;1028;0;79
1;1;20;11133;2159;16.33;14.33;0.077;15.17;7.01;6.99;0.002;7;4.7;3.3;1028;0;80
1;1;21;11134;2160;16;14.67;0.049;15.42;6.99;6.97;0.002;6.98;4.4;2.6;1028;0;81
1;1;22;11135;2161;17.67;15.5;0.078;16.39;7.02;6.95;0.006;6.98;4;2;1028;0;82
1;1;23;11136;2162;15.5;13.67;0.067;14.53;7.04;6.98;0.006;7.03;3.3;1.7;1028;0;81.3
1;2;0;11137;2163;13.83;11.17;0.109;12.47;7.07;7.02;0.004;7.05;2.6;1.4;1028;0;80.6
1;2;1;11138;2164;10.33;7.67;0.164;9.17;7.12;7.08;0.003;7.1;2;1;1028;0;80
1;2;2;11139;2165;8.83;6.17;0.205;7.33;7.18;7.11;0.005;7.15;1.7;0.7;1027.3;0;80
1;2;3;11140;2166;7;6.5;0.037;6.75;7.2;7.17;0.002;7.18;1.4;0.4;1026.6;0;80
1;2;4;11141;2167;6.67;5.83;0.076;6.19;7.21;7.19;0.002;7.19;1;0;1026;0;80
1;2;5;11142;2168;6.33;6;0.032;6.14;7.21;7.19;0.001;7.2;1.7;0;1026;0;80
1;2;6;11143;2169;6.67;6;0.057;6.31;7.2;7.19;0.001;7.19;2.4;0;1026;0;80
1;2;7;11144;2170;8.67;6.83;0.143;7.58;7.2;7.16;0.004;7.18;3;0;1026;0;80
1;2;8;11145;2171;15;9.5;0.289;11.64;7.16;7.07;0.008;7.13;3;1.3;1026.3;0;75.7
1;2;9;11146;2172;24.5;16.33;0.221;20.97;7.07;6.94;0.011;7;3;2.6;1026.6;0;71.4
1;2;10;11147;2173;28.33;24.83;0.078;26.94;6.89;6.75;0.01;6.82;3;4;1027;0;67
1;2;11;11148;2174;29;25.5;0.081;27.75;6.81;6.73;0.007;6.78;3.7;6;1026.7;0;59.3
1;2;12;11149;2175;27.33;24.67;0.064;25.69;6.86;6.81;0.005;6.83;4.4;8;1026.4;0;51.6
1;2;13;11150;2176;23;19.83;0.089;21.78;6.92;6.88;0.003;6.9;5;10;1026;0;44
1;2;14;11151;2177;21.17;19.83;0.039;20.64;6.94;6.87;0.005;6.91;5.3;10.3;1025.7;0;45.7
1;2;15;11152;2178;22.67;21.33;0.034;22.08;6.89;6.85;0.003;6.87;5.6;10.6;1025.4;0;47.4
1;2;16;11153;2179;23.17;17.83;0.133;20.44;6.97;6.86;0.009;6.92;6;11;1025;0;49
1;2;17;11154;2180;17.67;16.83;0.037;17.47;7;6.95;0.005;6.99;6;8.3;1025.3;0;58
1;2;18;11155;2181;17.67;16.17;0.055;17.11;7.05;6.98;0.006;7.02;6;5.6;1025.6;0;67
1;2;19;11156;2182;16.33;14.83;0.066;15.89;7.07;6.98;0.008;7.04;6;3;1026;0;76
1;2;20;11157;2183;16.83;15.5;0.045;16.22;7;6.97;0.002;6.99;6.3;2.3;1026.3;0;76.3
1;2;21;11158;2184;19.17;16.17;0.09;17.58;6.97;6.93;0.003;6.95;6.6;1.6;1026.6;0;76.6
1;2;22;11159;2185;18.67;15.83;0.112;17.83;7.05;6.93;0.011;6.97;7;1;1027;0;77
1;2;23;11160;2186;14.83;13;0.077;13.78;7.11;7.05;0.005;7.09;7.3;0;1027.7;0;71.7
1;3;0;11161;2187;14.5;10.33;0.2;12.08;7.17;7.08;0.006;7.12;7.6;-1;1028.4;0;66.4
1;3;1;11162;2188;9.67;7.5;0.172;8.25;7.21;7.18;0.002;7.19;8;-2;1029;0;61
1;3;2;11163;2189;7.33;6.33;0.091;6.72;7.25;7.22;0.002;7.23;7.7;-2;1029;0;62.3
1;3;3;11164;2190;6.5;6.17;0.035;6.28;7.25;7.23;0.002;7.24;7.4;-2;1029;0;63.6
1;3;4;11165;2191;6.67;6;0.053;6.33;7.27;7.25;0.002;7.26;7;-2;1029;0;65
1;3;5;11166;2192;7;6.5;0.041;6.72;7.27;7.26;0.001;7.26;7;-2.3;1029;0;66
1;3;6;11167;2193;9.83;7.17;0.246;7.89;7.26;7.21;0.004;7.23;7;-2.6;1029;0;67
1;3;7;11168;2194;20;11.17;0.295;15.83;7.2;7.01;0.014;7.1;7;-3;1029;0;68
1;3;8;11169;2195;22.83;19;0.101;21.14;7.01;6.94;0.005;6.98;6.7;-2;1029.3;0;66
1;3;9;11170;2196;27.17;23.67;0.081;25.14;6.94;6.85;0.008;6.9;6.4;-1;1029.6;0;64
1;3;10;11171;2197;27.5;25;0.057;26.5;6.91;6.84;0.006;6.88;6;0;1030;0;62
1;3;11;11172;2198;25.83;22;0.098;23.53;6.92;6.86;0.005;6.9;6.3;2;1029.7;0;55
1;3;12;11173;2199;23.17;19.67;0.1;21.86;6.99;6.92;0.006;6.95;6.6;4;1029.4;0;48
1;3;13;11174;2200;20.17;18.33;0.057;19.08;6.98;6.91;0.006;6.95;7;6;1029;0;41
1;3;14;11175;2201;23.33;20;0.084;21.83;6.93;6.79;0.012;6.87;7.3;6.3;1028.3;0;41.3
1;3;15;11176;2202;25.33;23.67;0.036;24.56;6.76;6.74;0.002;6.74;7.6;6.6;1027.6;0;41.6
1;3;16;11177;2203;24.17;19.17;0.133;21.33;7.04;6.75;0.028;6.85;8;7;1027;0;42
1;3;17;11178;2204;17.67;15.83;0.064;16.92;7.07;7.01;0.005;7.05;7;4;1027.3;0;53
1;3;18;11179;2205;17.67;14.67;0.105;16.39;7.07;7.04;0.003;7.06;6;1;1027.6;0;64
1;3;19;11180;2206;15.83;14.17;0.056;15;7.07;7.01;0.005;7.05;5;-2;1028;0;75
1;3;20;11181;2207;16.17;14.33;0.075;15.5;7.02;6.95;0.005;6.99;5;-2.3;1028;0;73.7
1;3;21;11182;2208;19;16.17;0.089;17.75;6.95;6.88;0.005;6.91;5;-2.6;1028;0;72.4
1;3;22;11183;2209;19.17;16.83;0.075;17.83;7.02;6.88;0.011;6.94;5;-3;1028;0;71
1;3;23;11184;2210;15.5;13.5;0.071;14.47;7.09;7;0.007;7.04;6.3;-3;1028;0;74
1;4;0;11185;2211;13.17;9.5;0.172;11.47;7.18;7.09;0.006;7.14;7.6;-3;1028;0;77
1;4;1;11186;2212;9.67;6.67;0.234;7.83;7.24;7.19;0.004;7.22;9;-3;1028;0;80
1;4;2;11187;2213;7.17;6.17;0.079;6.69;7.27;7.23;0.003;7.24;9.3;-3;1027.7;0;80.3
1;4;3;11188;2214;6.5;6;0.048;6.31;7.26;7.25;0.001;7.25;9.6;-3;1027.4;0;80.6
1;4;4;11189;2215;6.5;6;0.049;6.19;7.28;7.26;0.002;7.27;10;-3;1027;0;81
1;4;5;11190;2216;6.67;6;0.057;6.31;7.26;7.24;0.002;7.25;9.7;-3;1026.7;0;81.7
1;4;6;11191;2217;9.33;6.5;0.209;7.72;7.27;7.22;0.004;7.24;9.4;-3;1026.4;0;82.4
1;4;7;11192;2218;20.33;11.33;0.285;15.86;7.17;7;0.012;7.09;9;-3;1026;0;83
1;4;8;11193;2219;23.17;18.5;0.119;21;7.03;6.91;0.01;6.96;9.3;-2;1026.3;0;79
1;4;9;11194;2220;26.5;23.33;0.069;25.06;6.92;6.77;0.012;6.85;9.6;-1;1026.6;0;75
1;4;10;11195;2221;25.5;24;0.036;24.89;6.86;6.77;0.007;6.81;10;0;1027;0;71
1;4;11;11196;2222;25.33;21.83;0.077;23.67;6.9;6.84;0.005;6.87;11;1.3;1026.3;0;70
1;4;12;11197;2223;21.83;18.67;0.08;20.22;6.98;6.89;0.009;6.92;12;2.6;1025.6;0;69
1;4;13;11198;2224;19.17;18.17;0.034;18.53;6.96;6.85;0.009;6.91;13;4;1025;0;68
1;4;14;11199;2225;22;18.83;0.09;20.69;6.89;6.79;0.009;6.85;13.7;4.3;1024.3;0;70.3
1;4;15;11200;2226;25.17;22.5;0.06;23.94;6.79;6.75;0.003;6.77;14.4;4.6;1023.6;0;72.6
1;4;16;11201;2227;23.5;18;0.139;20.92;6.92;6.8;0.011;6.88;15;5;1023;0;75
1;4;17;11202;2228;18.5;16.33;0.067;17.33;6.96;6.9;0.005;6.94;14;4.3;1023.3;0.1;81.3
1;4;18;11203;2229;17.33;15.33;0.068;16.44;7;6.91;0.009;6.94;13;3.6;1023.6;0.2;87.6
1;4;19;11204;2230;16.33;13.67;0.097;15.14;6.96;6.91;0.004;6.93;12;3;1024;0.2;94
1;4;20;11205;2231;17.83;15;0.118;15.94;6.91;6.85;0.005;6.89;13.3;3.3;1024.3;0.3;95
1;4;21;11206;2232;19.83;16.33;0.109;18.33;6.87;6.79;0.006;6.83;14.6;3.6;1024.6;0.4;96
1;4;22;11207;2233;18.83;14.33;0.195;17.81;6.95;6.84;0.011;6.88;16;4;1025;0.4;97
1;4;23;11208;2234;15.17;13.33;0.079;14.06;6.99;6.96;0.002;6.98;14.7;3.7;1025;0.3;97
1;5;0;11209;2235;14.33;10;0.192;12.03;7.07;7;0.006;7.03;13.4;3.4;1025;0.2;97
1;5;1;11210;2236;10.17;7;0.249;8.14;7.14;7.08;0.005;7.12;12;3;1025;0.1;97
1;5;2;11211;2237;7.67;6.5;0.108;6.92;7.18;7.14;0.003;7.16;11.7;3;1025;0.1;97
1;5;3;11212;2238;6.33;6;0.027;6.17;7.19;7.17;0.002;7.17;11.4;3;1025;0.1;97
1;5;4;11213;2239;6.5;6;0.045;6.22;7.18;7.16;0.002;7.17;11;3;1025;0.1;97
1;5;5;11214;2240;6.83;6.33;0.042;6.56;7.18;7.14;0.003;7.16;10.3;3;1025;0.1;97
1;5;6;11215;2241;10.33;7;0.265;8.17;7.16;7.09;0.005;7.13;9.6;3;1025;0.1;97
1;5;7;11216;2242;19.17;10.5;0.314;15.31;7.07;6.92;0.014;6.98;9;3;1025;0.1;97
1;5;8;11217;2243;22;19.5;0.063;20.69;6.92;6.81;0.009;6.86;9;3;1025.3;0.1;96.7
1;5;9;11218;2244;24.67;23;0.039;23.75;6.85;6.77;0.007;6.82;9;3;1025.6;0.1;96.4
1;5;10;11219;2245;26.17;24.83;0.028;25.56;6.79;6.76;0.003;6.78;9;3;1026;0.1;96
1;5;11;11220;2246;23.67;22;0.04;22.75;6.85;6.77;0.006;6.81;9.7;4;1025.7;0.1;92.3
1;5;12;11221;2247;21.5;18.17;0.102;20.22;6.97;6.86;0.011;6.89;10.4;5;1025.4;0.1;88.6
1;5;13;11222;2248;18.33;17.5;0.025;17.89;6.9;6.85;0.004;6.88;11;6;1025;0.1;85
1;5;14;11223;2249;21;18.83;0.058;20;6.89;6.77;0.009;6.83;10;6.3;1024.7;0.1;83
1;5;15;11224;2250;24.83;22.67;0.06;23.42;6.76;6.7;0.006;6.72;9;6.6;1024.4;0.1;81
1;5;16;11225;2251;22.5;17.33;0.166;20.78;6.87;6.77;0.008;6.82;8;7;1024;0.1;79
1;5;17;11226;2252;18;15.83;0.066;16.94;6.94;6.87;0.006;6.9;6.3;5.3;1024.3;0.1;84
1;5;18;11227;2253;16.5;14.83;0.068;15.92;6.94;6.89;0.004;6.92;4.6;3.6;1024.6;0.1;89
1;5;19;11228;2254;16;14.33;0.073;14.92;6.93;6.88;0.004;6.91;3;2;1025;0;94
1;5;20;11229;2255;16.17;14.83;0.06;15.78;6.89;6.86;0.003;6.88;2.7;1.7;1025.3;0;95
1;5;21;11230;2256;18.83;16.5;0.07;17.75;6.86;6.8;0.006;6.82;2.4;1.4;1025.6;0;96
1;5;22;11231;2257;18.83;17;0.061;18.11;6.88;6.81;0.007;6.83;2;1;1026;0;97
1;5;23;11232;2258;16.17;13.5;0.094;14.78;6.97;6.9;0.006;6.94;4;1.7;1026.3;0;96.3
1;6;0;11233;2259;15.17;10.67;0.192;13.19;7.02;6.94;0.006;6.98;6;2.4;1026.6;0;95.6
1;6;1;11234;2260;9.5;7.33;0.152;8.25;7.06;7.02;0.003;7.04;8;3;1027;0.1;95
1;6;2;11235;2261;7.17;6.67;0.053;6.81;7.08;7.04;0.003;7.06;6.7;2.7;1027;0.1;94
1;6;3;11236;2262;6.5;5.83;0.083;6.36;7.1;7.06;0.004;7.08;5.4;2.4;1027;0.1;93
1;6;4;11237;2263;6.5;6;0.044;6.28;7.09;7.06;0.003;7.09;4;2;1027;0;92
1;6;5;11238;2264;6.83;6.17;0.074;6.36;7.11;7.07;0.003;7.09;3;0.7;1027;0;92.7
1;6;6;11239;2265;10.33;6.33;0.244;8.31;7.08;7.06;0.002;7.07;2;-0.6;1027;0;93.4
1;6;7;11240;2266;20.5;10.83;0.311;15.64;7.02;6.88;0.011;6.96;1;-2;1027;0;94
1;6;8;11241;2267;24.17;19.33;0.145;21.11;6.91;6.8;0.009;6.85;2.3;-0.7;1026.7;0;88.7
1;6;9;11242;2268;25.5;22.5;0.084;24.56;6.87;6.78;0.008;6.81;3.6;0.6;1026.4;0;83.4
1;6;10;11243;2269;27;24.67;0.05;25.72;6.78;6.74;0.004;6.76;5;2;1026;0;78
1;6;11;11244;2270;25.67;23.83;0.051;24.42;6.84;6.75;0.007;6.79;7.3;3.7;1025.3;0;73.7
1;6;12;11245;2271;24.33;18.83;0.144;21.28;6.88;6.8;0.009;6.86;9.6;5.4;1024.6;0;69.4
1;6;13;11246;2272;19.17;18.17;0.028;18.64;6.92;6.85;0.006;6.88;12;7;1024;0;65
1;6;14;11247;2273;23.5;18.83;0.146;20.5;6.88;6.75;0.01;6.81;14;7;1023;0;68
1;6;15;11248;2274;25.67;22.5;0.077;23.83;6.77;6.74;0.003;6.75;16;7;1022;0;71
1;6;16;11249;2275;24.67;18.67;0.178;20.94;6.89;6.74;0.013;6.82;18;7;1021;0;74
1;6;17;11250;2276;19;17;0.077;17.64;6.91;6.88;0.002;6.9;16.7;5.7;1021.3;0;80.3
1;6;18;11251;2277;18.67;16.33;0.103;16.92;6.94;6.89;0.004;6.91;15.4;4.4;1021.6;0;86.6
1;6;19;11252;2278;16.5;15;0.057;15.61;6.93;6.9;0.002;6.92;14;3;1022;0;93
1;6;20;11253;2279;15.5;13.83;0.062;14.75;6.93;6.91;0.001;6.92;14;2.7;1022;0;93.7
1;6;21;11254;2280;16.83;14.33;0.095;15.83;6.92;6.88;0.004;6.91;14;2.4;1022;0;94.4
1;6;22;11255;2281;16.67;15;0.062;16;6.94;6.91;0.002;6.93;14;2;1022;0;95
1;6;23;11256;2282;15.67;12.83;0.117;14.03;7;6.94;0.004;6.97;14.7;2;1021.7;0;95.3
1;7;0;11257;2283;14.17;10.17;0.164;12.17;7.04;6.98;0.006;7.02;15.4;2;1021.4;0;95.6
1;7;1;11258;2284;11.67;9;0.21;9.64;7.06;7.03;0.002;7.05;16;2;1021;0;96
1;7;2;11259;2285;8.83;7.33;0.112;7.94;7.1;7.06;0.004;7.08;17;2.3;1020.7;0;96.3
1;7;3;11260;2286;6.83;6.33;0.038;6.58;7.12;7.1;0.002;7.12;18;2.6;1020.4;0;96.6
1;7;4;11261;2287;6.67;6;0.065;6.42;7.17;7.12;0.003;7.14;19;3;1020;0.1;97
1;7;5;11262;2288;6.83;6.33;0.046;6.64;7.16;7.12;0.003;7.15;19.7;3.3;1019.7;0.1;96.7
1;7;6;11263;2289;7.33;6.83;0.043;7.03;7.16;7.13;0.001;7.14;20.4;3.6;1019.4;0.1;96.4
1;7;7;11264;2290;9.33;7.5;0.118;8.5;7.16;7.12;0.002;7.14;21;4;1019;0.2;96
1;7;8;11265;2291;17.83;10.17;0.316;13.56;7.12;7.05;0.006;7.1;21;4;1019;0.3;95.3
1;7;9;11266;2292;26.5;17.67;0.202;22.14;7.05;6.93;0.011;6.98;21;4;1019;0.4;94.6
1;7;10;11267;2293;28.83;27;0.037;28.03;6.9;6.82;0.007;6.85;21;4;1019;0.5;94
1;7;11;11268;2294;29;26.83;0.045;28.08;6.83;6.79;0.004;6.82;24;4.7;1018.3;0.6;88.3
1;7;12;11269;2295;25.33;22.33;0.067;23.94;6.9;6.83;0.006;6.87;27;5.4;1017.6;0.7;82.6
1;7;13;11270;2296;21.83;20.17;0.045;21.11;6.94;6.9;0.003;6.92;30;6;1017;0.7;77
1;7;14;11271;2297;22.33;20.17;0.052;21.22;6.93;6.9;0.003;6.91;32;6;1016;0.6;73.3
1;7;15;11272;2298;23.17;21.67;0.04;22.28;6.92;6.87;0.005;6.89;34;6;1015;0.5;69.6
1;7;16;11273;2299;22.17;18.17;0.113;19.92;6.96;6.86;0.009;6.92;36;6;1014;0.4;66
1;7;17;11274;2300;19.17;16.83;0.083;17.69;7.01;6.97;0.003;6.99;31.7;5;1014;0.4;73
1;7;18;11275;2301;19.5;17.5;0.056;18.47;7;6.97;0.003;6.98;27.4;4;1014;0.4;80
1;7;19;11276;2302;17.33;14.67;0.09;16.11;7.03;7;0.003;7.01;23;3;1014;0.3;87
1;7;20;11277;2303;15.67;14.83;0.035;15.14;7.04;7.02;0.001;7.03;23.7;2.7;1013.7;0.6;89
1;7;21;11278;2304;16.83;15.17;0.069;15.75;7.02;6.99;0.003;7.01;24.4;2.4;1013.4;0.9;91
1;7;22;11279;2305;17;14;0.11;15.72;7.06;6.99;0.006;7.03;25;2;1013;1.3;93
1;7;23;11280;2306;14.83;13.67;0.041;14.25;7.1;7.05;0.004;7.08;21.7;1.3;1013.3;1.1;94
