ZN-E,PH-E,DBO-E,DQO-E,SS-E,SSV-E,SED-E,COND-E,PH-P,DBO-P,SS-P,SSV-P,SED-P,COND-P,PH-D,DBO-D,DQO-D,SS-D,SSV-D,SED-D,COND-D,PH-S,DBO-S,DQO-S,SS-S,SSV-S,SED-S,COND-S,RD-DBO-P,RD-SS-P,RD-SED-P,RD-DBO-S,RD-DQO-S,RD-DBO-G,RD-DQO-G,RD-SS-G
-4.102432338282114e-09,8.054535302615129e-10,-8.160145270608155e-08,4.672082254408849e-08,-2.048727354431179e-09,1.1254911669311696e-08,-3.5668462072813156e-09,1.1637102226291773e-08,1.1846773145807177e-09,2.3591280706725115e-08,8.513254545761129e-09,5.13896991627405e-09,2.2317007353223062e-08,-2.4091879602394783e-09,-1.7297251825310056e-09,7.274390638467576e-10,2.7046438200173384e-08,-2.049943970128254e-08,-8.161045589316629e-10,2.3129746340444512e-08,6.032336880013034e-09,8.547654944957017e-11,-4.590824675965166e-08,2.1334958577590157e-08,3.723898700513928e-08,-1.3453764102777654e-08,-1.469943819443209e-10,1.9523443972602195e-09,5.5347176175502e-08,1.0854830923001657e-10,1.4248242863335037e-08,1.8858171246805e-08,-8.111703886370947e-08,2.2131761007182504e-09,1.8236190335585434e-10,5.7626869720550644e-08
-4.102432338282114e-09,-4.616248383548793e-09,3.150912442073661e-08,1.4451032093187877e-08,7.189119966000135e-09,-5.756242416055102e-08,7.84555609367743e-09,-6.025270393728022e-09,1.5165804723160647e-09,-4.0220824448766734e-09,2.346472305347902e-08,2.4857004010669925e-08,-2.830555456689865e-09,-8.922855898596538e-09,-3.6552675886092345e-09,3.0292449659796716e-08,2.083796024621165e-08,-7.561115900056592e-10,9.775947218404468e-09,-6.665093615909612e-10,-4.997481161533868e-11,-7.408803792685603e-09,2.7691054116374403e-08,9.559276659132365e-08,4.5167233064802303e-08,2.0776790954357693e-08,-1.5841866041199637e-08,1.6487818055299641e-09,4.677490533788742e-09,-6.6978358415070716e-09,4.181411161763293e-09,-1.4886111010525838e-08,5.4997265186429445e-08,2.2131761007182504e-09,-2.3833189199962135e-08,-5.5897398043569524e-08
6.817606174047697e-09,8.054535302615129e-10,-2.816732291854862e-09,1.863122323086941e-09,-4.269536182932576e-10,-2.023054834765503e-09,-2.9330284312401034e-09,-3.750179611294868e-10,1.5165804723160647e-09,-5.07954349693307e-08,3.8899162502215034e-09,3.943400050943069e-10,1.0206725020722729e-08,1.0898614566379194e-08,-1.7297251825310056e-09,1.8022342285206605e-08,2.939777532517951e-08,2.798940923476323e-08,-1.2229189882972946e-09,-6.665093615909612e-10,-5.016567508620007e-10,8.547654944957017e-11,-1.499850199593311e-08,-3.937618231475426e-08,6.48092730592964e-08,-3.4969224738112814e-09,7.039016147736277e-09,9.593129155632818e-11,-1.8851648020401512e-09,-1.5092246896664108e-09,1.8324219475118753e-08,6.199690982811035e-09,9.777869802718442e-08,-2.3358928902261766e-08,6.09630568249031e-08,-4.2885313078500076e-08
-6.092993665163249e-09,-2.3741404064914207e-08,-1.8132998658160204e-08,-1.3208788396390503e-08,-9.09478553579035e-09,-6.761012250056098e-09,8.717191413154524e-10,4.052300495160921e-09,-2.928145537151039e-08,5.5756460337619274e-08,6.7318187690901254e-09,2.6404375130795188e-08,1.160710660919051e-08,1.6258948631886483e-08,-9.461040706426616e-08,-5.817848891531696e-08,2.6402241948275673e-08,1.482719053091941e-08,1.4024816086255498e-08,9.901110153975878e-09,-2.3322646369727806e-08,-7.496212539592761e-09,-2.6778313344522076e-08,4.415421361869676e-08,1.0025850816219872e-08,2.676797491996119e-09,1.4630710687413284e-07,-8.359923864276197e-09,2.2381410391680845e-08,6.301925736806879e-08,-6.031384414129093e-08,-2.251767250438519e-08,-7.85457574536963e-08,-6.338016778073552e-10,-1.150198754018561e-07,4.751038051864498e-08
-4.102432338282114e-09,7.634272591872104e-08,-2.0910870257573322e-08,1.1973681074417541e-09,1.2690624884292845e-08,-4.6260094088701464e-09,-2.9330284312401034e-09,2.739049131950111e-08,2.9327472006457356e-08,-1.8978051241624883e-08,4.5102707124655694e-09,-2.2393677884258167e-09,-5.011987769254489e-10,2.2422033230107274e-08,8.985435995256807e-08,5.59965926960615e-08,1.2600243293192648e-08,-4.682387699794788e-08,-2.58723827917251e-08,-2.7370738231446978e-08,-6.280765463273497e-09,-7.496212539592761e-09,-3.92427867978995e-09,1.1489846518664137e-08,2.1382495440924743e-08,-1.2258464021641657e-08,7.391776246645776e-09,-1.787007763986992e-08,2.626622330748063e-08,1.7695230059011635e-08,-4.0465161221803214e-09,2.1064932242964574e-08,-8.361482816895971e-11,7.202838103737008e-09,2.01635327323757e-08,2.2594480730830924e-09
1.8746949770331867e-08,4.787029017627731e-08,1.056152301032176e-11,1.9677869222967104e-08,-3.3431990786869648e-09,-2.3740192034438223e-09,7.84555609367743e-09,5.913159384363098e-08,-2.7953834802474375e-08,-3.545720883568748e-09,1.9710969662023459e-10,-4.477689996562617e-09,-3.5969978731675845e-11,3.3128336518473134e-08,-3.6552675886092345e-09,5.980134387684188e-09,1.377591180018456e-08,-5.51439289786515e-08,2.764460882431763e-11,2.3129746340444512e-08,-2.1180047493629672e-08,-7.2339956247446935e-09,-1.0038459508088238e-09,3.0757568436623473e-09,1.6601115621073248e-09,-4.078392579209833e-08,7.391776246645776e-09,-1.0832819086203926e-09,-2.7400349988937478e-08,-1.6277998504676816e-08,1.3850071756138504e-08,1.035901109336379e-08,-9.913548204565359e-09,1.9201870538054777e-08,-2.586489100675493e-08,4.8018426457296925e-09
5.822325510607129e-09,-2.3741404064914207e-08,1.1382082498734292e-08,-2.7551141368320486e-09,3.0842701503885905e-08,1.0703763875241634e-07,7.128046000670629e-10,5.3774981689791446e-09,1.1846773145807177e-09,-8.747796931274365e-09,-5.0550663432957776e-08,4.757655380771553e-08,-3.5969978731675845e-11,4.1017571804358166e-10,-1.7297251825310056e-09,-7.999659545898652e-10,-4.1914628365335993e-10,-2.049943970128254e-08,-3.346613008936572e-08,-2.7370738231446978e-08,5.64091512389453e-09,-7.27769988717597e-09,4.533265707262757e-09,-2.9343072138754422e-09,-1.3758886807657689e-08,5.62026443162722e-08,7.391776246645776e-09,7.469651897018537e-09,-4.4493751572005635e-08,1.2462489262787813e-08,-8.520663952182872e-09,-1.477742939126614e-08,-3.568606382620132e-10,-2.984416325180206e-09,1.9588761723809966e-09,-1.3400901277549337e-08
2.8505079407992184e-09,2.501861551262863e-09,-2.4231710860078692e-08,3.1268831968134236e-10,-1.4014914784254984e-09,2.51178190469048e-08,8.717191413154524e-10,4.614750914733179e-09,1.5165804723160647e-09,-1.0936756278390192e-08,1.2516238323545537e-08,1.0495714075631213e-08,2.2317007353223062e-08,4.06583045009512e-09,4.4647720631729726e-08,-4.949012533117525e-09,-1.069229167011132e-10,-3.859335961919896e-09,1.498904633745468e-08,2.3129746340444512e-08,5.1870026940292746e-08,1.1201899852153474e-07,-6.139123320814122e-09,1.3035074408751512e-10,-7.901989784731e-09,-2.1712577069621375e-08,7.391776246645776e-09,4.824897859023736e-08,-5.894895044322723e-09,-1.0236371916771958e-08,-4.76688277739612e-09,-1.3294590373025272e-08,-2.354543209709403e-10,7.049187622509834e-11,2.9570117882071756e-09,8.403542584023427e-09
2.887917849303534e-08,2.501861551262863e-09,-1.3896705342020255e-08,-2.682138955378832e-09,-1.5817225751391106e-08,2.9680294000300478e-08,8.717191413154524e-10,-3.2001441496731786e-09,1.1846773145807177e-09,-7.447277905470173e-09,-1.2482503475297335e-08,-3.071032872448143e-10,2.2317007353223062e-08,-2.6896546378996078e-09,-3.6552675886092345e-09,-7.4030340191377775e-09,5.803930946957081e-09,-5.51439289786515e-08,2.764460882431763e-11,1.4025586303478832e-08,-1.0158676261307065e-09,-7.27769988717597e-09,-1.4596667707866828e-08,-5.302815894725477e-10,-2.0450927618043124e-09,5.587639995141558e-08,7.391776246645776e-09,6.804915964053748e-09,1.2724523879015237e-08,-7.00082644633504e-09,2.342508367836338e-09,1.3542052479387223e-08,-6.2892130670011426e-09,1.2884119882095035e-08,5.759533128202321e-11,6.090684318005302e-09
2.2561443824287153e-09,2.501861551262863e-09,-7.297645543413722e-09,-3.063547665549393e-09,-1.725109388672763e-09,4.071551568118892e-10,-2.9330284312401034e-09,1.423636586395105e-08,-2.8949552199897255e-08,-5.496499422275036e-09,7.712657790204247e-09,-1.2147822608943315e-09,3.2245857095603014e-09,-5.834348115740795e-08,7.646393407334529e-09,-1.200734789374991e-10,1.216617084853766e-11,-8.019361841249406e-09,1.330154730805333e-08,1.4025586303478832e-08,-2.1180047493629672e-08,-7.321399653203997e-09,1.4098232359316398e-08,1.873744034930347e-09,-1.3758886807657689e-08,5.62026443162722e-08,7.391776246645776e-09,-1.615062705795367e-08,1.1836598368120121e-08,9.050427629553326e-09,-1.7524622031306336e-09,8.984852195581539e-09,6.04066704990025e-09,-7.31430027656188e-10,8.9103904810095e-09,3.777826079742752e-09
-2.597055825948047e-08,9.619971486074519e-09,-5.52367271922094e-08,-2.8264166340719044e-08,-4.961288740945591e-09,4.327997760178448e-08,1.5055369728678158e-09,4.819278309753372e-09,-2.9945269597320134e-08,4.43542527150953e-08,-1.6492935767109529e-09,1.0818857476557753e-08,2.2317007353223062e-08,3.24271698382006e-08,-4.065659031660118e-08,2.4676277576851646e-08,-5.324632401659812e-09,9.828308722426016e-10,-5.532028390931032e-09,2.3129746340444512e-08,-3.551034133408848e-09,-7.408803792685603e-09,2.0403494171983283e-10,-1.7358461001926173e-08,1.1222212881190075e-08,-7.74867081609898e-09,7.391776246645776e-09,-8.581494004289425e-08,-1.8187984007767e-08,2.1057249277589563e-08,1.4248242863335037e-08,-1.8656690081719773e-09,5.445028761208448e-08,-4.062097214152516e-09,-4.7355326993070435e-08,1.2001426935581705e-09
-1.2064677701317805e-08,8.054535302615129e-10,-8.91544449377335e-09,1.4751199262086345e-08,-3.505008047688385e-09,6.750930703347535e-09,7.128046000670629e-10,1.2046157071843311e-08,1.1846773145807177e-09,2.194296566671028e-08,-8.486968211540713e-10,8.790541627945458e-10,-7.01983898787617e-09,-1.533493998451263e-08,-1.7297251825310056e-09,-5.720663942554438e-10,1.0031495023543613e-08,-2.049943970128254e-08,2.0111786014354038e-08,2.3129746340444512e-08,5.403266167824938e-09,-7.408803792685603e-09,1.4098232359316398e-08,6.681795283736136e-09,-7.3841525949358555e-09,-1.2258464021641657e-08,7.391776246645776e-09,-1.178552883063233e-08,-2.2849314218476025e-08,9.732839312270869e-09,8.655558936254693e-09,-1.8756231012773128e-08,-1.915989991663203e-09,6.663999546629995e-09,-6.154174503336662e-09,3.777826079742752e-09
-1.0149969398298708e-07,8.054535302615129e-10,-1.0710695108606672e-09,2.8881276592507277e-08,9.454445559775593e-09,-4.8466721080941966e-08,7.128046000670629e-10,6.945204411579198e-10,1.5165804723160647e-09,2.7145041769927047e-08,2.9090772013518063e-09,9.866514216749778e-09,-3.5969978731675845e-11,5.468163866151343e-09,-3.6552675886092345e-09,2.0350198637331118e-08,1.9984389920679746e-08,-1.2179387831601218e-08,-1.2251906933435919e-08,2.3129746340444512e-08,2.247310570968608e-08,-7.321399653203997e-09,-4.125195796067516e-09,6.796300078271145e-09,2.177948738024682e-09,1.1322676407576893e-08,7.391776246645776e-09,-2.3507036983616558e-08,2.3269335569509053e-08,1.5267670461227567e-10,2.6647039019778163e-09,-7.86979148514888e-09,5.6638197687419733e-08,-6.6333178394550885e-09,-2.8479342217835324e-08,4.8018426457296925e-09
3.6230624750333007e-10,2.501861551262863e-09,9.721662252992758e-09,-1.843562547065858e-08,1.3937776627281906e-10,-5.759167098773332e-08,8.717191413154524e-10,1.6141118441836966e-08,-2.8949552199897255e-08,1.3013230493186256e-08,9.9770645911601e-10,-4.010061449566393e-09,3.2245857095603014e-09,-1.715079112063478e-08,-1.7297251825310056e-09,1.4860191632770636e-08,5.510013834086891e-09,1.6649718409533776e-09,3.1862455555919933e-10,2.3129746340444512e-08,-2.7562147453252805e-08,-7.27769988717597e-09,1.4098232359316398e-08,-6.540345653949231e-09,4.329641478673096e-09,5.0497551029593524e-08,7.391776246645776e-09,1.3106611240765176e-08,1.5998818714280105e-08,-7.00082644633504e-09,3.0628750091743484e-09,6.662104756749443e-10,1.465531918043439e-09,2.696865480933397e-09,1.522600578951483e-08,-2.895920281353881e-09
3.6230624750333007e-10,2.501861551262863e-09,3.4450460539847683e-10,-1.0669961580944687e-09,2.81290978010329e-09,1.120954606914637e-09,-1.434727114890677e-08,-1.4398385261849e-08,-2.8949552199897255e-08,-1.753329426090744e-10,1.9710969662023459e-10,6.074226954755346e-09,-5.157935245581058e-09,-1.666715676584829e-08,-1.7297251825310056e-09,-7.999659545898652e-10,1.377591180018456e-08,1.482719053091941e-08,-6.345658637441076e-09,2.3129746340444512e-08,-2.5445209272945135e-09,-7.321399653203997e-09,-1.0568812658373616e-08,-2.8653583727944465e-08,2.177948738024682e-09,1.1322676407576893e-08,7.391776246645776e-09,-4.847902884685951e-09,-3.3003310501156236e-09,1.5873369806074233e-10,1.8324219475118753e-08,5.8018108095581056e-09,-5.996732554969242e-10,-6.6333178394550885e-09,7.929970846642931e-09,1.2001426935581705e-09
1.8552272496030753e-09,-2.3741404064914207e-08,6.3155791707458775e-09,-4.897616090460133e-09,1.4375335366523245e-09,-1.0432943398086536e-09,-3.884675331411458e-09,2.4564997258558208e-09,-2.928145537151039e-08,1.6438425953779756e-08,-2.514857821989125e-09,9.512970411407196e-10,-3.5969978731675845e-11,4.269459785710694e-10,-1.7297251825310056e-09,-1.200734789374991e-10,-2.6567139710387266e-08,-7.561115900056592e-10,-5.532028390931032e-09,2.3129746340444512e-08,-4.6572818379608805e-09,-7.321399653203997e-09,-1.910351155043344e-09,-4.13632003648523e-09,-7.901989784731e-09,-1.6605134489644513e-08,7.391776246645776e-09,-2.7052377837843977e-09,1.6387634471648482e-08,1.7695230059011635e-08,1.3850071756138504e-08,-1.6123888890717808e-09,1.0656702742473101e-08,4.0927788380606955e-09,2.44908593405313e-09,2.2594480730830924e-09
-4.102432338282114e-09,2.501861551262863e-09,1.839624741428736e-08,2.2737405291906043e-08,-9.418403446037615e-09,,-1.0224694424465497e-08,1.4359964661814217e-08,-2.8949552199897255e-08,2.2593225290634678e-08,1.0114448056874892e-08,-1.4902207912115273e-08,1.160710660919051e-08,8.90388063279346e-09,7.646393407334529e-09,4.1080770452062154e-09,6.946155040044033e-10,-4.682387699794788e-08,,-4.1827339647415585e-09,-1.0771894987104957e-08,-7.321399653203997e-09,2.0403494171983283e-10,7.07248148934525e-11,-7.3841525949358555e-09,3.0638634962443234e-09,7.391776246645776e-09,1.0523004911888734e-08,-9.197320682829968e-09,-2.4113914975920636e-08,-4.560262190089759e-08,-1.0243648897872992e-10,-2.9281417152082767e-09,1.5340839709665488e-11,2.630205775400185e-09,-1.1959698682784126e-10
-4.102432338282114e-09,-4.616248383548793e-09,3.4450460539847683e-10,1.2379888780778003e-09,-5.284906678948431e-09,-6.965740872999504e-09,-2.9330284312401034e-09,-1.737267618651117e-08,1.1846773145807177e-09,5.264923913506081e-09,-1.1321422188625974e-08,1.3335657578217308e-08,1.360704993125239e-09,1.1283491874181095e-07,-9.306095893890642e-09,1.3188153971666061e-09,8.372679216606116e-09,-7.561115900056592e-10,-1.0564407237900753e-08,-6.665093615909612e-10,-5.5040139557149814e-08,-7.2339956247446935e-09,3.4258433589950954e-09,-4.613327442282156e-09,1.6601115621073248e-09,2.4662142883435934e-09,7.391776246645776e-09,3.1444377102118892e-09,5.038175293625713e-09,-2.9093707221150567e-08,1.0892632795744817e-08,-5.373828826371607e-09,-2.1997038079923925e-09,4.949851750701839e-09,1.2875480681628915e-09,-5.830620430913314e-10
3.6230624750333007e-10,-4.616248383548793e-09,-2.3376953567355585e-09,-1.6838631877735821e-09,-5.608524644706847e-09,-3.015832716890543e-08,8.717191413154524e-10,2.8741255042596947e-08,1.5165804723160647e-09,-6.797018392568077e-09,-8.058380351894101e-11,3.880569643399667e-09,1.3934486398081702e-08,1.8004683077776917e-08,-3.6552675886092345e-09,1.2406170146750384e-08,1.216617084853766e-11,9.828308722426016e-10,2.7886254194697813e-08,2.3129746340444512e-08,-3.159612238512466e-09,-7.2339956247446935e-09,2.0403494171983283e-10,1.0342339207269902e-09,4.329641478673096e-09,1.060269321229157e-07,7.391776246645776e-09,-1.4936376468988044e-08,1.1392635501650261e-08,-4.8271154851065035e-09,-1.9307860643635877e-08,1.2809914587408322e-09,6.526292284370072e-09,-2.984416325180206e-09,-5.827368476651884e-09,-2.7807701030724274e-08
-4.102432338282114e-09,2.501861551262863e-09,-3.971846207484475e-08,8.62386051458941e-09,-8.8447039692241e-09,-2.536187582169447e-08,-1.8469847873348044e-08,4.8035616373454104e-08,-2.8949552199897255e-08,5.297340344156964e-10,-2.7333357355274757e-08,8.790541627945458e-10,1.0206725020722729e-08,-4.938291198186562e-08,7.646393407334529e-09,7.274390638467576e-10,1.377591180018456e-08,-2.049943970128254e-08,-2.2473911620579656e-09,2.3129746340444512e-08,1.184128350928404e-08,-7.27769988717597e-09,2.0403494171983283e-10,2.6143009757007007e-08,-7.901989784731e-09,-3.024279648933259e-08,7.391776246645776e-09,1.1644201070026838e-07,1.910711522334907e-08,-5.186900020603957e-08,2.0163122282923496e-08,1.2086906753250304e-09,-7.260463619207513e-09,2.64996716792254e-08,-6.154174503336662e-09,2.5388024127437347e-08
-1.0461009058992943e-08,8.054535302615129e-10,-2.1453839149643272e-08,-3.8684775161001994e-08,1.9986764576707117e-08,-6.353445547446768e-11,-3.25085752761467e-09,-9.459748206985807e-09,1.1846773145807177e-09,-2.968466694674987e-08,2.426531975352475e-08,-3.776247203823857e-09,1.0206725020722729e-08,-1.5054473334608076e-08,-3.6552675886092345e-09,1.4278227489228357e-08,2.4904475148801453e-08,8.616259172811169e-08,-3.189293273919702e-10,5.776633837939471e-09,5.403266167824938e-09,-7.27769988717597e-09,2.7691054116374403e-08,5.956789894678849e-09,2.6255997376267715e-11,2.8058183831891625e-09,2.886151873049414e-09,-4.95647611842287e-09,4.400083075672967e-09,-1.321896936357092e-08,2.0713242898651174e-08,-1.003971072943699e-08,3.469384807219811e-09,8.724137801063847e-10,2.8439987143080714e-08,6.090684318005302e-09
-6.092993665163249e-09,2.501861551262863e-09,9.178693360922807e-09,-5.220625198809614e-08,3.472611687094229e-08,-1.1586710368938213e-08,-3.25085752761467e-09,-5.285081705608263e-08,1.1846773145807177e-09,-2.075493177322585e-08,-5.8556631099548895e-08,4.348198079373589e-09,1.0206725020722729e-08,-5.673204350742367e-09,-3.6552675886092345e-09,2.8420392261807592e-08,5.786338008739733e-08,9.864266958814483e-08,-3.573446871740771e-09,5.6277118520853264e-08,-4.6505219897241545e-08,-7.2339956247446935e-09,2.0403494171983283e-10,3.552764304970424e-09,2.177948738024682e-09,-2.4266298304098655e-08,7.391776246645776e-09,2.3024470330312852e-08,6.175934125218774e-09,-1.34719173594533e-08,1.2163120066688293e-08,1.4627012823176244e-08,-7.321815959082656e-09,-1.5885029402973316e-09,1.6025305527023193e-08,2.7171228822453486e-08
9.8034481643694e-09,4.298134692604094e-08,-1.6992811602278834e-09,1.7736143664848214e-09,-2.6514464929183745e-10,-2.1692900253889036e-09,7.128046000670629e-10,-2.8877708557750736e-08,-2.928145537151039e-08,-6.623120496485058e-09,2.2887227391077403e-09,-1.3540215199059347e-09,-2.830555456689865e-09,2.325625092503003e-08,1.3297226209019186e-08,3.526112901663936e-09,-2.6230161098705906e-09,-7.337220941927569e-09,1.9486724872619376e-09,2.3129746340444512e-08,1.79260587485075e-08,-7.408803792685603e-09,-4.125195796067516e-09,-1.255040971148702e-08,-2.3401332205352787e-08,-1.2774552637928593e-08,2.886151873049414e-09,1.4283111637869439e-09,-2.3459832521055546e-08,-1.2915979397121191e-08,-2.3782008473638427e-08,1.787320492996347e-09,1.175065744707382e-08,-2.7423691317807197e-08,3.791743641290424e-09,-1.6049165552090017e-08
9.8034481643694e-09,9.619971486074519e-09,1.376939617880879e-09,1.9677869222967104e-08,-7.6237685053826e-09,-3.03338096863115e-08,3.4069906895695112e-09,4.2487627638365666e-08,-2.9945269597320134e-08,-5.624256615988088e-11,-1.1619959749964437e-07,2.7696948068367533e-08,2.976462265547042e-08,-7.431571713567564e-08,1.3297226209019186e-08,-2.0786202425959743e-08,-9.642002959941998e-10,-3.177195007086908e-09,4.645793194590908e-10,2.3129746340444512e-08,8.012064167672861e-08,8.547654944957017e-11,1.2109987040931358e-09,1.4847887030988716e-08,5.883153075814107e-09,5.101421507447412e-10,4.27043997386356e-09,-4.061290459489442e-08,-8.306838272797989e-10,-8.111538418731357e-08,-1.8094439280247343e-09,1.8279771141216372e-08,1.8452349537234625e-08,1.7846396305198908e-09,-3.5534158948635763e-10,-2.5494842792461725e-08
-4.102432338282114e-09,2.501861551262863e-09,-2.2737633997849116e-09,-5.313706696874476e-10,-4.269536182932576e-10,4.586681728868669e-09,-5.78612913137988e-09,2.5332343112083322e-08,-2.928145537151039e-08,-4.724167368408416e-08,-1.4083696986411098e-08,8.828293651674812e-11,1.3934486398081702e-08,-3.2008342643052856e-08,7.646393407334529e-09,8.950591240397543e-10,-5.328878414923022e-10,3.403914317079426e-09,-3.093488132321909e-08,2.3129746340444512e-08,4.7378897471972437e-08,-7.321399653203997e-09,,5.689934701180732e-08,3.138209003772374e-08,2.2569740076860967e-08,-1.469943819443209e-10,-3.724491026702026e-08,-1.7051009493229685e-09,-2.576972302215097e-09,-4.76688277739612e-09,,2.3211539801337722e-08,,-2.1510113246137053e-08,-5.821025617080977e-08
-6.092993665163249e-09,7.634272591872104e-08,8.061242007251224e-09,2.155023104410958e-09,8.807209683769912e-09,2.040910884737457e-08,-2.9330284312401034e-09,-1.3737901705113131e-08,2.9991282346486514e-08,-7.447277905470173e-09,-8.919631921955329e-09,5.5288526867869336e-08,1.3934486398081702e-08,-9.304906400942059e-09,8.985435995256807e-08,-8.51609494034733e-09,-2.4425176547993033e-08,-7.561115900056592e-10,-1.4783155810604853e-08,-2.7370738231446978e-08,-1.6498424848521154e-09,-7.452508166139182e-09,2.3184210246052217e-09,2.6143009757007007e-08,2.6255997376267715e-11,1.1077914141566225e-09,2.886151873049414e-09,1.903605473252412e-08,1.3224191020011489e-08,4.753047178063241e-09,2.6874342418103936e-08,-2.5483352095179157e-08,-7.0831913667746e-08,-7.490390807607383e-09,2.880222671475252e-08,-3.6903989308889606e-09
-6.092993665163249e-09,4.787029017627731e-08,3.079981159004319e-09,,9.454445559775593e-09,-2.5495010547160746e-09,8.717191413154524e-10,-1.966514873164016e-08,-2.7953834802474375e-08,1.6264528057696737e-08,1.7983032146728917e-09,6.595021057043127e-11,2.2317007353223062e-08,1.7443749666945507e-08,-9.306095893890642e-09,1.2988134345803815e-08,,-3.177195007086908e-09,8.14868811316316e-09,2.3129746340444512e-08,-1.5906074568583506e-08,-7.146586877837535e-09,-5.031701000302036e-09,,1.0186538501599784e-08,1.1893536711049535e-09,7.391776246645776e-09,9.729672068026218e-10,-1.2082799538681854e-08,1.6203931307856578e-08,1.4248242863335037e-08,-9.533150435725446e-09,,4.0927788380606955e-09,,-2.0869127981271163e-08
1.4973297934872676e-08,9.619971486074519e-09,3.8249488021335765e-09,-2.682138955378832e-09,-5.123097723824799e-09,5.243417411371354e-08,3.7248198136996535e-09,-2.678976374070885e-08,2.9991282346486514e-08,6.0342738028573706e-09,3.3994967396644427e-09,-2.9552468139293353e-08,-5.157935245581058e-09,-5.7642314477135415e-08,-4.065659031660118e-08,-9.098059083889609e-09,6.713863409668619e-09,-1.2179387831601218e-08,4.043387846763835e-10,2.3129746340444512e-08,5.5913817131880705e-08,-7.408803792685603e-09,-1.910351155043344e-09,5.678484238380577e-08,-7.3841525949358555e-09,8.171306020710034e-09,7.391776246645776e-09,4.5802750925361124e-08,9.450229265794974e-09,-1.2915979397121191e-08,-2.3782008473638427e-08,3.089411393375485e-09,-3.6474907094685705e-08,1.374119468211532e-08,4.353998406259052e-08,6.355511117384083e-09
-2.9951681135287345e-08,8.054535302615129e-10,6.40082176150969e-09,1.7736143664848214e-09,-4.350129545471759e-08,,7.84555609367743e-09,3.4749430444236395e-08,1.1846773145807177e-09,-5.179349038542114e-08,-4.296293626415704e-09,,1.3934486398081702e-08,3.453067010106281e-08,-1.7297251825310056e-09,3.172048290700502e-09,5.216096721216701e-09,-1.2179387831601218e-08,,1.4025586303478832e-08,3.002947090990915e-08,-7.321399653203997e-09,1.4098232359316398e-08,1.873744034930347e-09,9.668701284049064e-09,,2.886151873049414e-09,3.37488748058945e-08,,6.49729448021219e-09,8.655558936254693e-09,1.4229132649923315e-08,-5.742235437145027e-09,1.8397906531575359e-09,-6.154174503336662e-09,7.414816538542368e-09
-2.597055825948047e-08,2.501861551262863e-09,9.618345425677077e-10,-3.8717840489255195e-08,5.3209487926864085e-09,,4.358637617496441e-09,2.3244398184019133e-08,-2.928145537151039e-08,2.7969199289934465e-08,8.513254545761129e-09,,-5.157935245581058e-09,2.4518351016133977e-08,-4.065659031660118e-08,4.1080770452062154e-09,4.887677973464122e-08,-2.465946558061205e-08,,1.4025586303478832e-08,-1.1456883108884597e-08,-7.452508166139182e-09,1.4098232359316398e-08,-2.2395521659390738e-08,3.811804316633527e-09,,2.886151873049414e-09,1.406383132174227e-08,3.736584930358333e-08,-9.867978504642105e-12,1.944337246762018e-09,-7.254549516666486e-09,-6.33011421058427e-09,3.23570403804041e-09,6.26050716823201e-09,-7.25680843194354e-09
2.2561443824287153e-09,2.501861551262863e-09,-6.133431540433776e-10,9.82452941222789e-09,-2.926210629361492e-08,,-3.685608707115762e-08,-3.046748575652458e-09,1.5165804723160647e-09,-4.683213816747411e-10,-1.8945033319894833e-09,,1.3934486398081702e-08,2.0710965720205365e-09,-1.7297251825310056e-09,-8.51609494034733e-09,1.4420108218615724e-08,-1.6339413710930728e-08,,2.3129746340444512e-08,9.908374953848664e-09,-7.27769988717597e-09,2.0403494171983283e-10,6.717312261983466e-10,-1.1504033592402152e-07,,7.039016147736277e-09,-5.523717483413293e-09,-2.0518649113121512e-08,2.1057249277589563e-08,-4.76688277739612e-09,6.597571211575115e-09,7.2368746550921514e-09,1.3520588704185599e-08,-8.441818133420043e-09,-1.697039877512907e-07
-2.9951681135287345e-08,-2.3741404064914207e-08,-7.297645543413722e-09,-3.6969474148662584e-09,-1.725109388672763e-09,1.1254911669311696e-08,-1.0224694424465497e-08,-3.246981261639803e-08,-2.928145537151039e-08,-2.092882978033117e-08,-1.2482503475297335e-08,-1.4255921221284495e-08,8.972059761802598e-10,-8.323272959742667e-09,1.3297226209019186e-08,-1.0970116481878733e-08,-4.85021682816722e-08,-1.6339413710930728e-08,-1.1408156308512218e-08,2.3129746340444512e-08,-5.263569158309167e-08,8.547654944957017e-11,4.533265707262757e-09,1.7592391987619749e-09,4.329641478673096e-09,5.0497551029593524e-08,2.886151873049414e-09,3.968709583190844e-09,3.905954639588094e-11,-4.7888990828415245e-09,-9.941077683262023e-10,1.4229132649923315e-08,1.3837290202545205e-09,-1.5885029402973316e-09,-3.5534158948635763e-10,6.881352432319687e-10
